IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0054831,Have received PrEP message via WhatsApp,jilindequestionnaire_data_2022-01-10_16241::x327,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,91. Have you EVER received any PrEP messages via WhatsApp?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054832,Have received PrEP message via WhatsApp in last one year,jilindequestionnaire_data_2022-01-10_16241::x328,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,92. Have you EVER&nbsp;received any PrEP messages via WhatsApp in the last one year?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054833,Have been called to talk PrEP,jilindequestionnaire_data_2022-01-10_16241::x329,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,93. Has anyone EVER called you to talk about PrEP?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054834,Have been called to talk PrEP in last one year,jilindequestionnaire_data_2022-01-10_16241::x330,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,94. Has anyone EVER called you to talk about PrEP in the last one year?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054846,PrEP content received from SMS/WhatsApp specified,jilindequestionnaire_data_2022-01-10_16241::x342,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054874,Have seen or heard  PrEP messages on Facebook in last one year,jilindequestionnaire_data_2022-01-10_16241::x370,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,100. Have you EVER seen or heard any PrEP messages on Facebook in the last one year?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054875,Have seen or heard of Jipende JiPrEP Facebook page ,jilindequestionnaire_data_2022-01-10_16241::x371,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,101. Have you ever seen or heard of the Jipende JiPrEP Facebook page?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054876,Have seen or heard  PrEP messages on Twitter,jilindequestionnaire_data_2022-01-10_16241::x372,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,102. Have you ever seen or heard of any PrEP messages on twitter?,"1, Yes | 2, No",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054877,Have seen or heard  PrEP messages on Twitter in last one year,jilindequestionnaire_data_2022-01-10_16241::x373,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,103. Have you ever seen or heard any message about PrEP on Twitter in the last one year?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054878,Have seen or heard of the Jipende JiPrEP twitter handle,jilindequestionnaire_data_2022-01-10_16241::x374,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,104. Have you ever seen or heard of the Jipende JiPrEP twitter handle?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054879,Have seen or heard PrEP on internet,jilindequestionnaire_data_2022-01-10_16241::x375,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"105. Have you ever seen or heard any information about PrEP on the internet (YouTube, Google, blogs e.t.c.)?","1, Yes | 2, No",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054880,Have seen or heard PrEP on internet in last one year ,jilindequestionnaire_data_2022-01-10_16241::x376,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"106. Have you ever seen or heard any information about PrEP on the internet (YouTube, Google, blogs e.t.c.) in the last one year?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054881,Have seen or heard  information about Jipende JiPrEP on the internet,jilindequestionnaire_data_2022-01-10_16241::x377,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"107. Have you ever seen or heard any information about Jipende JiPrEP on the internet (YouTube, Google, blogs e.t.c.)?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054903,Action after receiving PrEP message on social media specified,jilindequestionnaire_data_2022-01-10_16241::x399,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054904,Have received PrEP information / ICE / promotion,jilindequestionnaire_data_2022-01-10_16241::x400,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"110. Have you ever seen or received any PrEP information, education and communication (IEC) or promotional materials?","1, Yes | 2, No",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054920,"Have seen or received  PrEP information, education and communication (IEC) or promotional materials",jilindequestionnaire_data_2022-01-10_16241::x416,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Specify,,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054932,Message that see on IEC or promotional materials specified,jilindequestionnaire_data_2022-01-10_16241::x428,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054941,Type of event that hear PrEP in last year specified,jilindequestionnaire_data_2022-01-10_16241::x437,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054942,Have seen live community drama performance about PrEP in last one year,jilindequestionnaire_data_2022-01-10_16241::x438,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"114. In the past one year, have you seen any live community drama performance about PrEP?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054943,Have attended PrEP talk or meeting in last one year,jilindequestionnaire_data_2022-01-10_16241::x439,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"115. In the past one year, have you attended any talk or meeting on PrEP?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054944,Have talked one-to-one with a health worker about PrEP in last one year,jilindequestionnaire_data_2022-01-10_16241::x440,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"116. In the past one year, have you talked one-to-one with a health worker about PrEP?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054957,Type of PrEP received from CHV/PE/YPP specified,jilindequestionnaire_data_2022-01-10_16241::x453,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054958,Refered for PrEP service,jilindequestionnaire_data_2022-01-10_16241::x454,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,119. Did the CHV/PE/YPP refer you for PrEP services?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054967,Action after take with CHV/PE/YPP specified,jilindequestionnaire_data_2022-01-10_16241::x463,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054978,Need approval for PrEP,jilindequestionnaire_data_2022-01-10_16241::x474,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"122. If you wanted to use PrEP, would you need anyone's approval?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054987,Person who approve/support for PrEP specified,jilindequestionnaire_data_2022-01-10_16241::x483,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055032,PrEP information or counseling from heatlh care worker,jilindequestionnaire_data_2022-01-10_16241::x528,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,157. Have you ever received any information or counseling on PrEP from a health care worker?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055033,PrEP information or counseling from heatlh care worker based on recent HIV test,jilindequestionnaire_data_2022-01-10_16241::x529,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"158. During your most recent test, did the health care provider give you any information or counseling on PrEP?","1, Yes | 2, No | 98, Don't know | 99, Not tested for HIV",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055034,Have taken PrEP,jilindequestionnaire_data_2022-01-10_16241::x530,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,159. Have you ever taken PrEP to prevent HIV infection?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055035,First decide to use PrEP,jilindequestionnaire_data_2022-01-10_16241::x531,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,160. When did you first decide to use PrEP?,"1, Less than 3 months ago | 2, 3 to 6 months ago | 3, 1 year ago | 4, 2 years ago | 5, More than 2 years ago",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055052,Encouraged to enroll PrEP by who/what specified,jilindequestionnaire_data_2022-01-10_16241::x550,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055053,Channels that influence to try PrEP most,jilindequestionnaire_data_2022-01-10_16241::x551,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"163. Which of the channels you selected in (162) above, through which you heard about PrEP, MOST influenced you to try PrEP?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055054,Channels that influence to try PrEP most specified,jilindequestionnaire_data_2022-01-10_16241::x552,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055071,Longest duration of taking PrEP,jilindequestionnaire_data_2022-01-10_16241::x571,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,166. What is the longest duration that you have taken PrEP? -166a. Number of months,,variable,,,,Jilinde_awareness_survey,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055071,Longest duration of taking PrEP,jilindequestionnaire_data_2022-01-10_16241::x572,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,166. What is the longest duration that you have taken PrEP?-166b. Number of years,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055073,Have missed PrEP pill in last 30 days,jilindequestionnaire_data_2022-01-10_16241::x573,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"167. In the past 30 days, have you missed taking any of your PrEP pills?","1, Yes | 2, No | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055074,Number of missing PrEP pills,jilindequestionnaire_data_2022-01-10_16241::x574,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,168. How many pills did you miss in the last 30 days?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055075,Main reason of missing PrEP pill,jilindequestionnaire_data_2022-01-10_16241::x575,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,169. Can you tell me the MAIN reason why you missed taking your PrEP daily?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055075,Main reason of missing PrEP pill,jilindequestionnaire_data_2022-01-10_16241::x576,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055077,Have missed refills,jilindequestionnaire_data_2022-01-10_16241::x577,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,170. Have you ever missed any refills (clinic visits) since you started taking PrEP?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055078,Number of missing refills,jilindequestionnaire_data_2022-01-10_16241::x578,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,171. How many refills have you missed?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055084,Reason to miss refill sepcified,jilindequestionnaire_data_2022-01-10_16241::x584,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055091,Motivation of refilling in clinic specified,jilindequestionnaire_data_2022-01-10_16241::x591,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055092,Received a phone call about PrEP use in last one year,jilindequestionnaire_data_2022-01-10_16241::x592,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"174. In the last one year, have you received a phone call from a health care provider, inquiring about your PrEP use?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055093,Received SMS about PrEP pills reminding in last one year,jilindequestionnaire_data_2022-01-10_16241::x593,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"175. In the last one year, have you received an SMS from the health facility, reminding you to take your PrEP pills?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055094,Received SMS reminding clinic visit for PrEP in last one year,jilindequestionnaire_data_2022-01-10_16241::x594,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"176. In the last one year, have you ever received an SMS reminding you of your clinic visit for PrEP?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055095,Have participated in PrEP support group in last one year,jilindequestionnaire_data_2022-01-10_16241::x595,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"177. In the last one year, have you ever participated in a PrEP support group?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055096,Have identified PrEP buddy to remind taking medication in last one year,jilindequestionnaire_data_2022-01-10_16241::x596,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"178. In the last one year, have you ever identified a PrEP buddy to remind you to take your medication?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055097,Have discontinued taking PrEP and re-started again ,jilindequestionnaire_data_2022-01-10_16241::x597,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,179. Have you ever discontinued taking PrEP and re-started again?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055098,Times to have discontinued PrEP use,jilindequestionnaire_data_2022-01-10_16241::x598,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,180. How many times have you discontinued PrEP use?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055099,Times to have restarted PrEP after discontinuation ,jilindequestionnaire_data_2022-01-10_16241::x599,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,181. How many times have you restarted PrEP after discontinuation?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055105,Motivation of resuming PrEP specified,jilindequestionnaire_data_2022-01-10_16241::x607,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055106,Main reason have never used PrEP,jilindequestionnaire_data_2022-01-10_16241::x608,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,183. What is the MAIN reasons why you have never used PrEP?,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055107,Main reason have never used PrEP specified,jilindequestionnaire_data_2022-01-10_16241::x609,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055108,Kown where to get PrEP,jilindequestionnaire_data_2022-01-10_16241::x610,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,184. Do you know where you would get PrEP if you needed it?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055118,Place to get PrEP specified,jilindequestionnaire_data_2022-01-10_16241::x620,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055126,Other public sector specified,jilindequestionnaire_data_2022-01-10_16241::x628,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other Public Sector Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055132,Other Non-Public Sector specified,jilindequestionnaire_data_2022-01-10_16241::x634,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other non-public sector,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055133,Use PrEP in future,jilindequestionnaire_data_2022-01-10_16241::x635,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,187. Do you think you may use PrEP in future?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055134,How likely to use PrEP in future,jilindequestionnaire_data_2022-01-10_16241::x636,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,188. How likely are you to take PrEP in the future?,"1, Unlikely | 2, Somewhat likely | 3, Likely | 4, Very likely",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055135,Recommend PrEP to other,jilindequestionnaire_data_2022-01-10_16241::x637,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,189. Are you likely to recommend PrEP to anyone?,"1, Yes | 2, No | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055146,Reason to like PrEP specified,jilindequestionnaire_data_2022-01-10_16241::x648,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"Now I would like to read some statements about HIV and AIDS. Please respond with a Yes if the statement is true, a No if the statement is false, and Don't know if you don't know whether it is true or false",,multifilter,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054557,HIV prevention influenced by religion,jilindequestionnaire_data_2022-01-10_16241::x32,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"11. To what degree do your religious beliefs influence the decisions you make about HIV prevention? Would you say that your beliefs: never, somewhat, often, or always influence the decisions you make about HIV prevention?",,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054977,Person who influences HIV prevention decision specified,jilindequestionnaire_data_2022-01-10_16241::x473,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055016,Have been tested for HIV,jilindequestionnaire_data_2022-01-10_16241::x512,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,151. Have you ever been tested for HIV?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055017,Have been to health facility for HIV test in last 12 months,jilindequestionnaire_data_2022-01-10_16241::x513,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"152. In the last 12 months, have you gone to a health facility for an HIV test?","1, Yes | 2, No | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055018,Frequency of HIV testing in last one year,jilindequestionnaire_data_2022-01-10_16241::x514,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,153. How many times have you been tested for HIV in the past one year?,"1, Once | 2, Twice | 3, Three times | 4, Four times | 5, More than four times | 96, Other | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055019,Frequency of HIV testing in last one year specified,jilindequestionnaire_data_2022-01-10_16241::x515,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other Specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055020,Last HIV test,jilindequestionnaire_data_2022-01-10_16241::x516,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,154. When did you last go for a HIV test?,"1, Less than 3 months ago | 2, 3 - 5 months ago | 3, 6 - 11 months ago | 4, 1 - 2 years ago | 5, More than 2 years ago | 98, Don't know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055030,Reason of not having HIV test specified,jilindequestionnaire_data_2022-01-10_16241::x526,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055031,Take HIV test in the future,jilindequestionnaire_data_2022-01-10_16241::x527,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,156. Would you like to take an HIV test in the future?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054559,"Have you ever heard of an infection called HIV, the virus that causes AIDS?",jilindequestionnaire_data_2022-01-10_16241::x55,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,"20. Have you ever heard of an infection called HIV, the virus that causes AIDS?","1, Yes | 0, No | 98, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
