"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","notesForOnt"
"148","artesunate_length","gujaratseveremalaria_data_2020-03-015_revised::artesunate_length","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length","","Observation","Treatment","OGMS_0000090","Length of prescription","","variable",""
"149","drug2_name","gujaratseveremalaria_data_2020-03-015_revised::drug2_name","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 2","","Observation","Treatment","OGMS_0000090","Drug 2 name","","variable",""
"150","drug2_dose","gujaratseveremalaria_data_2020-03-015_revised::drug2_dose","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 2","","Observation","Treatment","OGMS_0000090","Dose","","variable",""
"151","drug2_freq","gujaratseveremalaria_data_2020-03-015_revised::drug2_freq","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 2","","Observation","Treatment","OGMS_0000090","Frequency","","variable",""
"152","drug2_route_rad","gujaratseveremalaria_data_2020-03-015_revised::drug2_route_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 2","","Observation","Treatment","OGMS_0000090","Route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"154","drug2_length","gujaratseveremalaria_data_2020-03-015_revised::drug2_length","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 2","","Observation","Treatment","OGMS_0000090","Length of prescription","","variable",""
"155","drug3_name","gujaratseveremalaria_data_2020-03-015_revised::drug3_name","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 3","","Observation","Treatment","OGMS_0000090","Drug 3 name","","variable",""
"156","drug3_dose","gujaratseveremalaria_data_2020-03-015_revised::drug3_dose","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 3","","Observation","Treatment","OGMS_0000090","Dose","","variable",""
"157","drug3_freq","gujaratseveremalaria_data_2020-03-015_revised::drug3_freq","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 3","","Observation","Treatment","OGMS_0000090","Frequency","","variable",""
"158","drug3_route_rad","gujaratseveremalaria_data_2020-03-015_revised::drug3_route_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 3","","Observation","Treatment","OGMS_0000090","Route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"160","drug3_length","gujaratseveremalaria_data_2020-03-015_revised::drug3_length","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 3","","Observation","Treatment","OGMS_0000090","Length of prescription","","variable",""
"161","drug4_name","gujaratseveremalaria_data_2020-03-015_revised::drug4_name","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 4","","Observation","Treatment","OGMS_0000090","Drug 4 name","","variable",""
"162","drug4_dose","gujaratseveremalaria_data_2020-03-015_revised::drug4_dose","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 4","","Observation","Treatment","OGMS_0000090","Dose","","variable",""
"163","drug4_freq","gujaratseveremalaria_data_2020-03-015_revised::drug4_freq","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 4","","Observation","Treatment","OGMS_0000090","Frequency","","variable",""
"164","drug4_route_rad","gujaratseveremalaria_data_2020-03-015_revised::drug4_route_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 4","","Observation","Treatment","OGMS_0000090","Route","1, oral |2, intramuscular |3, intravenous |4, rectal |5, other |88888, missing","variable",""
"166","drug4_length","gujaratseveremalaria_data_2020-03-015_revised::drug4_length","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 4","","Observation","Treatment","OGMS_0000090","Length of prescription","","variable",""
"167","drug5_name","gujaratseveremalaria_data_2020-03-015_revised::drug5_name","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 5","","Observation","Treatment","OGMS_0000090","Drug 5 name","","variable",""
"168","drug5_dose","gujaratseveremalaria_data_2020-03-015_revised::drug5_dose","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 5","","Observation","Treatment","OGMS_0000090","Dose","","variable",""
"169","drug5_freq","gujaratseveremalaria_data_2020-03-015_revised::drug5_freq","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 5","","Observation","Treatment","OGMS_0000090","Frequency","","variable",""
"170","drug5_route_rad","gujaratseveremalaria_data_2020-03-015_revised::drug5_route_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 5","","Observation","Treatment","OGMS_0000090","Route","1, oral |2, intramuscular |3, intravenous |4, rectal |5, other |88888, missing","variable",""
"172","drug5_length","gujaratseveremalaria_data_2020-03-015_revised::drug5_length","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 5","","Observation","Treatment","OGMS_0000090","Length of prescription","","variable",""
"173","transfusion","gujaratseveremalaria_data_2020-03-015_revised::transfusion","gujaratseveremalaria_data_2020-03-015_revised","","Blood transfusion","","Observation","Treatment","OGMS_0000090","Blood transfusion","1, Yes |2, No |99999, unknown","variable",""
"174","intubation","gujaratseveremalaria_data_2020-03-015_revised::intubation","gujaratseveremalaria_data_2020-03-015_revised","","Intubation","","Observation","Treatment","OGMS_0000090","Intubation","1, Yes |2, No |99999, unknown","variable",""
"175","breathing","gujaratseveremalaria_data_2020-03-015_revised::breathing","gujaratseveremalaria_data_2020-03-015_revised","","Assisted breathing","","Observation","Treatment","OGMS_0000090","Assisted breathing","1, Yes |2, No |99999, unknown","variable",""
"176","dialysis","gujaratseveremalaria_data_2020-03-015_revised::dialysis","gujaratseveremalaria_data_2020-03-015_revised","","Dialysis","","Observation","Treatment","OGMS_0000090","Dialysis","1, Yes |2, No |99999, unknown","variable",""
"177","nasogastric","gujaratseveremalaria_data_2020-03-015_revised::nasogastric","gujaratseveremalaria_data_2020-03-015_revised","","Nasograstric tube placed","","Observation","Treatment","OGMS_0000090","Nasogastric tube","1, Yes |2, No |99999, unknown","variable",""
"180","unconsciousness_rad","gujaratseveremalaria_data_2020-03-015_revised::unconsciousness_rad","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0023003","Altered consciousness","","","Symptoms","EUPATH_0021002","Impaired consciousness","1, Yes |2, No |99999, unknown","value",""
"181","prostration_rad","gujaratseveremalaria_data_2020-03-015_revised::prostration_rad","gujaratseveremalaria_data_2020-03-015_revised","","Prostration","","Observation","Symptoms","EUPATH_0021002","Prostration","1, Yes |2, No |99999, unknown","value",""
"182","convulsions_rad","gujaratseveremalaria_data_2020-03-015_revised::convulsions_rad","gujaratseveremalaria_data_2020-03-015_revised","","Convulsions","","Observation","Symptoms","EUPATH_0021002","Multiple convuilsions","1, Yes |2, No |99999, unknown","value",""
"183","respiratory_distress_rad","gujaratseveremalaria_data_2020-03-015_revised::respiratory_distress_rad","gujaratseveremalaria_data_2020-03-015_revised","MEDDRA_10009119","Respiratory distress","","","","","Deep breathing and respiratory distres","1, Yes |2, No |99999, unknown","value",""
"184","ards_rad","gujaratseveremalaria_data_2020-03-015_revised::ards_rad","gujaratseveremalaria_data_2020-03-015_revised","","Acute respiratory distress syndrome","","Observation","Symptoms","EUPATH_0021002","Acute pulmonary edema and acute respiratory distress syndrome","1, Yes |2, No |99999, unknown","value",""
"185","shock_rad","gujaratseveremalaria_data_2020-03-015_revised::shock_rad","gujaratseveremalaria_data_2020-03-015_revised","","Circulatory collapse or shock","","Observation","Symptoms","EUPATH_0021002","Circulatory collapse or shock","1, Yes |2, No |99999, unknown","value",""
"186","kidney_injury_rad","gujaratseveremalaria_data_2020-03-015_revised::kidney_injury_rad","gujaratseveremalaria_data_2020-03-015_revised","","Acute kidney injury","","Observation","Symptoms","EUPATH_0021002","Acute kidney injury","1, Yes |2, No |99999, unknown","value",""
"187","jaundice_rad","gujaratseveremalaria_data_2020-03-015_revised::jaundice_rad","gujaratseveremalaria_data_2020-03-015_revised","HP_0000952","Jaundice","","","","","Clinical jaundice","1, Yes |2, No |99999, unknown","value",""
"188","bleeding_rad","gujaratseveremalaria_data_2020-03-015_revised::bleeding_rad","gujaratseveremalaria_data_2020-03-015_revised","SYMP_0000007","Spontaneous bleeding","","","","","Abnormal bleeding","1, Yes |2, No |99999, unknown","value",""
"189","hypoglycemia_rad","gujaratseveremalaria_data_2020-03-015_revised::hypoglycemia_rad","gujaratseveremalaria_data_2020-03-015_revised","","Hypoglycemia","","Observation","Symptoms","EUPATH_0021002","Hypoglycemia","1, Yes |2, No |99999, unknown","value",""
"190","acidosis_rad","gujaratseveremalaria_data_2020-03-015_revised::acidosis_rad","gujaratseveremalaria_data_2020-03-015_revised","","Metabolic acidosis","","Observation","Symptoms","EUPATH_0021002","Metabolic acidosis","1, Yes |2, No |99999, unknown","value",""
"191","anemia_rad","gujaratseveremalaria_data_2020-03-015_revised::anemia_rad","gujaratseveremalaria_data_2020-03-015_revised","","Severe normocytic anemia","","Observation","Symptoms","EUPATH_0021002","Severe normocyic anemia","1, Yes |2, No |99999, unknown","value",""
"192","hemoglobinurea_rad","gujaratseveremalaria_data_2020-03-015_revised::hemoglobinurea_rad","gujaratseveremalaria_data_2020-03-015_revised","","Hemoglobinurea","","Observation","Symptoms","EUPATH_0021002","Hemoglobinurea","1, Yes |2, No |99999, unknown","value",""
"193","hyperlactataemia_rad","gujaratseveremalaria_data_2020-03-015_revised::hyperlactataemia_rad","gujaratseveremalaria_data_2020-03-015_revised","","Hyperlactataemia","","Observation","Symptoms","EUPATH_0021002","Hyperlactataemia","1, Yes |2, No |99999, unknown","value",""
"194","renal_impairment_rad","gujaratseveremalaria_data_2020-03-015_revised::renal_impairment_rad","gujaratseveremalaria_data_2020-03-015_revised","","Renal impairment","","Observation","Symptoms","EUPATH_0021002","Renal impairment","1, Yes |2, No |99999, unknown","value",""
"195","pulmonary_edema_rad","gujaratseveremalaria_data_2020-03-015_revised::pulmonary_edema_rad","gujaratseveremalaria_data_2020-03-015_revised","SNOMEDCT_40541001","Acute pulmonary edema","","","","","Pulmonary edema","1, Yes |2, No |99999, unknown","value",""
"196","hyperparasitemia_rad","gujaratseveremalaria_data_2020-03-015_revised::hyperparasitemia_rad","gujaratseveremalaria_data_2020-03-015_revised","","Hyperparasitemia","","Observation","Symptoms","EUPATH_0021002","Hyperparasitemia","1, Yes |2, No |99999, unknown","variable",""
"197","severe_malaria","gujaratseveremalaria_data_2020-03-015_revised::severe_malaria","gujaratseveremalaria_data_2020-03-015_revised","","Severe malaria","","Observation","Diagnosis","OGMS_0000073","Severe malaria","1, Yes | 2, No | 99999, unknown | 88888, missing","variable",""
"198","notes","gujaratseveremalaria_data_2020-03-015_revised::notes","gujaratseveremalaria_data_2020-03-015_revised","","Observation notes","","Observation","Observation details","EUPATH_0000310","Notes","","variable",""
"207","date_fu","gujaratseveremalaria_data_2020-03-015_revised::date_fu","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0004991","Observation date","","","","","Followup date","","variable",""
"208","temperature_fu","gujaratseveremalaria_data_2020-03-015_revised::temperature_fu","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0000110","Temperature (C)","","","","","Temperature","","variable",""
"209","heart_rate_fu","gujaratseveremalaria_data_2020-03-015_revised::heart_rate_fu","gujaratseveremalaria_data_2020-03-015_revised","EFO_0004326","Heart rate (bpm)","","","","","Heart rate","","variable",""
"211","o2_saturation_fu","gujaratseveremalaria_data_2020-03-015_revised::o2_saturation_fu","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0032049","O2 saturation (%)","","","","","Oxygen saturation","","variable",""
"212","blood_smear_fu_rad","gujaratseveremalaria_data_2020-03-015_revised::blood_smear_fu_rad","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0041029","Blood smear performed","","","","","Blood smear","1, done | 2, not done","variable",""
"223","treatment_fu","gujaratseveremalaria_data_2020-03-015_revised::treatment_fu","gujaratseveremalaria_data_2020-03-015_revised","","Treatment notes","","Observation","Treatment","OGMS_0000090","Treatment","","variable",""
"224","notes_fu","gujaratseveremalaria_data_2020-03-015_revised::notes_fu","gujaratseveremalaria_data_2020-03-015_revised","","Observation notes","","Observation","Observation details","EUPATH_0000310","Notes","","variable",""
"227","date_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::date_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0004991","Observation date","","","","","Followup date","","variable",""
"228","temperature_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::temperature_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0000110","Temperature (C)","","","","","Temperature","","variable",""
"229","heart_rate_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::heart_rate_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","EFO_0004326","Heart rate (bpm)","","","","","Heart rate","","variable",""
"231","o2_saturation_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::o2_saturation_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0032049","O2 saturation (%)","","","","","Oxygen saturation","","variable",""
"232","blood_smear_fu_rad_v2","gujaratseveremalaria_data_2020-03-015_revised::blood_smear_fu_rad_v2","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0041029","Blood smear performed","","","","","Blood smear","1, done | 2, not done","variable",""
"243","treatment_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::treatment_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","","Treatment notes","","Observation","Treatment","OGMS_0000090","Treatment","","variable",""
"244","notes_fu_v2","gujaratseveremalaria_data_2020-03-015_revised::notes_fu_v2","gujaratseveremalaria_data_2020-03-015_revised","","Observation notes","","Observation","Observation details","EUPATH_0000310","Notes","","variable",""
"248","date_eos","gujaratseveremalaria_data_2020-03-015_revised::date_eos","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0004991","Observation date","","","","","Date","","variable",""
"250","date_depart_eos","gujaratseveremalaria_data_2020-03-015_revised::date_depart_eos","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0000320","Hospital discharge date","","","","","Date of departure from ward","","variable",""
"251","how_left_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::how_left_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0010353","Outcome leaving hospital or health center","","","","","How did the participant leave the hospital?","1, Recovered | 2, Recovering | 3, Died | 4, Discharged against advice | 5, Other | 88888, missing","variable",""
"255","typhoid_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::typhoid_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0015137","Typhoid","","","Diagnosis at discharge","EUPATH_0000321","Typhoid","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"256","dengue_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::dengue_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Dengue","","Sample","Diagnosis at discharge","EUPATH_0000321","Dengue","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"257","chik_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::chik_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Chikungunya","","Sample","Diagnosis at discharge","EUPATH_0000321","Chikungunya","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"258","meningitis_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::meningitis_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0015133","Meningitis","","","Diagnosis at discharge","EUPATH_0000321","Meningitis","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"259","lepto_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::lepto_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Leptospirosis","","Sample","Diagnosis at discharge","EUPATH_0000321","Leptospirosis","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"260","scrubty_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::scrubty_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Scrub typhus","","Sample","Diagnosis at discharge","EUPATH_0000321","Scrub typhus","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"261","septicemia_eso_chk","gujaratseveremalaria_data_2020-03-015_revised::septicemia_eso_chk","gujaratseveremalaria_data_2020-03-015_revised","","Septicemia","","Sample","Diagnosis at discharge","EUPATH_0000321","Septicemia","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"262","vhep_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::vhep_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Viral hepatitis","","Sample","Diagnosis at discharge","EUPATH_0000321","Viral hepatitis","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"263","hiv_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::hiv_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0033411","HIV","","","Diagnosis at discharge","EUPATH_0000321","HIV","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"264","gi_infect_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::gi_infect_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","","Gastrointestinal infection","","Sample","Diagnosis at discharge","EUPATH_0000321","Gi infection (diarrhea)","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"265","pneumonia_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::pneumonia_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0033376","Pneumonia","","","Diagnosis at discharge","EUPATH_0000321","Pneumonia","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"266","other1_eos_chk","gujaratseveremalaria_data_2020-03-015_revised::other1_eos_chk","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0015138","Other diagnosis","","","Diagnosis at discharge","EUPATH_0000321","Other 1","1, Positive | 2, Negative | 3, Not clear | 4, Not done | 88888, missing","value",""
"268","other1_spec_eos","gujaratseveremalaria_data_2020-03-015_revised::other1_spec_eos","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0033434","Other diagnosis at discharge","","","","","Other 1 , specify","","variable",""
"270","treat_finish_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::treat_finish_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0041092","Completed antimalarial treatment course","","","","","Did the participant finish his/her malaria treatment?","1, Yes | 2, No | 3, Unknown | 88888, missing","variable",""
"271","drug1_name_eos","gujaratseveremalaria_data_2020-03-015_revised::drug1_name_eos","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0000058","Antimalarial medication","","","Treatment","OGMS_0000090","Drug 1 name","","variable",""
"272","drug1_dose_eos","gujaratseveremalaria_data_2020-03-015_revised::drug1_dose_eos","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0023014","Medication dose","","","Treatment","OGMS_0000090","Drug 1 dose","","variable",""
"273","drug1_freq_eos","gujaratseveremalaria_data_2020-03-015_revised::drug1_freq_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency","","Observation","Treatment","OGMS_0000090","Drug 1 frequency","","variable",""
"274","drug1_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::drug1_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","EUPATH_0023015","Medication administration route","","","Treatment","OGMS_0000090","Drug 1 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"275","drug1_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised::drug1_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length","","Observation","Treatment","OGMS_0000090","Drug 1 length of prescription","","variable",""
"276","drug2_name_eos","gujaratseveremalaria_data_2020-03-015_revised::drug2_name_eos","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 2","","Observation","Treatment","OGMS_0000090","Drug 2 name","","variable",""
"277","drug2_dose_eos","gujaratseveremalaria_data_2020-03-015_revised::drug2_dose_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 2","","Observation","Treatment","OGMS_0000090","Drug 2 dose","","variable",""
"278","drug2_freq_eos","gujaratseveremalaria_data_2020-03-015_revised::drug2_freq_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 2","","Observation","Treatment","OGMS_0000090","Drug 2 frequency","","variable",""
"279","drug2_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::drug2_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 2","","Observation","Treatment","OGMS_0000090","Drug 2 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"280","drug2_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised::drug2_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 2","","Observation","Treatment","OGMS_0000090","Drug 2 length of prescription","","variable",""
"281","drug3_name_eos","gujaratseveremalaria_data_2020-03-015_revised::drug3_name_eos","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 3","","Observation","Treatment","OGMS_0000090","Drug 3 name","","variable",""
"282","drug3_dose_eos","gujaratseveremalaria_data_2020-03-015_revised::drug3_dose_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 3","","Observation","Treatment","OGMS_0000090","Drug 3 dose","","variable",""
"283","drug3_freq_eos","gujaratseveremalaria_data_2020-03-015_revised::drug3_freq_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 3","","Observation","Treatment","OGMS_0000090","Drug 3 frequency","","variable",""
"284","drug3_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::drug3_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 3","","Observation","Treatment","OGMS_0000090","Drug 3 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"285","drug3_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised::drug3_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 3","","Observation","Treatment","OGMS_0000090","Drug 3 length of prescription","","variable",""
"286","drug4_name_eos","gujaratseveremalaria_data_2020-03-015_revised::drug4_name_eos","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 4","","Observation","Treatment","OGMS_0000090","Drug 4 name","","variable",""
"287","drug4_dose_eos","gujaratseveremalaria_data_2020-03-015_revised::drug4_dose_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 4","","Observation","Treatment","OGMS_0000090","Drug 4 dose","","variable",""
"288","drug4_freq_eos","gujaratseveremalaria_data_2020-03-015_revised::drug4_freq_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 4","","Observation","Treatment","OGMS_0000090","Drug 4 frequency","","variable",""
"289","drug4_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::drug4_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 4","","Observation","Treatment","OGMS_0000090","Drug 4 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"290","drug4_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised::drug4_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 4","","Observation","Treatment","OGMS_0000090","Drug 4 length of prescription","","variable",""
"291","drug5_name_eos","gujaratseveremalaria_data_2020-03-015_revised::drug5_name_eos","gujaratseveremalaria_data_2020-03-015_revised","","Antimalarial medication, 5","","Observation","Treatment","OGMS_0000090","Drug 5 name","","variable",""
"292","drug5_dose_eos","gujaratseveremalaria_data_2020-03-015_revised::drug5_dose_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication dose, 5","","Observation","Treatment","OGMS_0000090","Drug 5 dose","","variable",""
"293","drug5_freq_eos","gujaratseveremalaria_data_2020-03-015_revised::drug5_freq_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication frequency, 5","","Observation","Treatment","OGMS_0000090","Drug 5 frequency","","variable",""
"294","drug5_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised::drug5_route_eos_rad","gujaratseveremalaria_data_2020-03-015_revised","","Medication administration route, 5","","Observation","Treatment","OGMS_0000090","Drug 5 route","1, oral | 2, intramuscular | 3, intravenous | 4, rectal | 5, other | 88888, missing","variable",""
"295","drug5_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised::drug5_rxlen_eos","gujaratseveremalaria_data_2020-03-015_revised","","Medication prescription length, 5","","Observation","Treatment","OGMS_0000090","Drug 5 length of prescription","","variable",""
"296","notes_eos","gujaratseveremalaria_data_2020-03-015_revised::notes_eos","gujaratseveremalaria_data_2020-03-015_revised","","Observation notes","","Observation","Observation details","EUPATH_0000310","Notes","","variable",""
"","ALP","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","ALT","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Creatinine","","gujaratseveremalaria_data_2020-03-015_revised_st","EUPATH_0023011","Creatinine (mg/dL)","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
"","Ferritin","","gujaratseveremalaria_data_2020-03-015_revised_st","EUPATH_0011849","Ferritin (ng/mL)","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
"","G6PD","","gujaratseveremalaria_data_2020-03-015_revised_st","EUPATH_0000033","G6PD genotype","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
"","Hemoglobin","","gujaratseveremalaria_data_2020-03-015_revised_st","EUPATH_0000047","Hemoglobin (g/dL)","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
"","PO46","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Potassium","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Vitamin_B12","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","AST","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Calcium","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Dengue","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","HCV","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Hepatitis_B","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","PP2BS","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","Random_blood_sugar","","gujaratseveremalaria_data_2020-03-015_revised_st","","","","Sample","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable","see templates"
"","WBC","","gujaratseveremalaria_data_2020-03-015_revised_st","CMO_0000027","White blood cells (x10^3/uL)","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
"","Bilirubin","","gujaratseveremalaria_data_2020-03-015_revised_st","EUPATH_0023054","Total bilirubin (mg/dL)","","","","","derived variable from ""labtest"" and corresponding ""results"" variables","","variable",""
