Term Ontology ID	Display Label	Term Parent Ontology ID	Term Parent display Label	Data Dictionary ID	Data Dictionary Label	Term Type
ICEMR_1001101	Small volume	OBI_0100051	Specimen type	INDIAN_1000101	samples_chk___4	values
ICEMR_1001102	Vacutainer	OBI_0100051	Specimen type	INDIAN_1000102	samples_chk___5	values
PATO_0000384	male	PATO_0000047	Sex	INDIAN_1000103	Male	values
PATO_0000383	female	PATO_0000047	Sex	INDIAN_1000104	Female	values
ICEMR_1001105	Indoor	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000105-1	cen_sprayed___1	values
ICEMR_1001105	Indoor	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000105-2	sprayed_chk___2	values
ICEMR_1001106	Outdoor	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000106-1	cen_sprayed___2	values
ICEMR_1001106	Outdoor	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000106-2	sprayed_chk___3	values
ICEMR_1001109	No / Not applicable	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000107	cen_sprayed___3	values
ICEMR_1001109	No / Not applicable	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000108	cen_sprayed___5	values
ICEMR_1001109	No / Not applicable	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000109	sprayed_chk___1	values
ICEMR_1001110	Unknown	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000110	cen_sprayed___4	values
ICEMR_1001110	Unknown	ICEMR_0101111	Sprayed in last 12 months	INDIAN_1000111	sprayed_chk___4	values
ICEMR_1001112	House	EUPATH_0000002	Dwelling type	INDIAN_1000112	House	values
ICEMR_1001113	Apartment	EUPATH_0000002	Dwelling type	INDIAN_1000113	Apartment	values
ICEMR_1001114	thatch	EUPATH_0000003	Roof material	INDIAN_1000114	cen_type_of_roof___1	values
ICEMR_1001115	tin	EUPATH_0000003	Roof material	INDIAN_1000115	cen_type_of_roof___2	values
ENVO_01000513	asbestos roof	EUPATH_0000003	Roof material	INDIAN_1000116	cen_type_of_roof___3	values
ICEMR_1001117	cement	EUPATH_0000003	Roof material	INDIAN_1000117	cen_type_of_roof___4	values
ICEMR_1001118	tiles	EUPATH_0000003	Roof material	INDIAN_1000118	cen_type_of_roof___5	values
ICEMR_1001119	Public	ICEMR_0101143	Heathcare type	INDIAN_1000119	cen_typical_healthcare___1	values
ICEMR_1001120	Private	ICEMR_0101143	Heathcare type	INDIAN_1000120	cen_typical_healthcare___2	values
EUPATH_0000256	pipe into dwelling	ENVO_00003064	Drinking water source	INDIAN_1000121	cen_water_supply___1	values
ENVO_00003097	borehole	ENVO_00003064	Drinking water source	INDIAN_1000122	cen_water_supply___2	values
ICEMR_1001123	open well	ENVO_00003064	Drinking water source	INDIAN_1000123	cen_water_supply___3	values
ENVO_01000599	river/stream	ENVO_00003064	Drinking water source	INDIAN_1000124	cen_water_supply___4	values
ICEMR_1001125	public tank/pump	ENVO_00003064	Drinking water source	INDIAN_1000125	cen_water_supply___5	values
OBI_0001620	GPS latitude	GAZ_00000448	Geographic location	INDIAN_1000126	cen_gps_lat	values
OBI_0001621	GPS Longitude	GAZ_00000448	Geographic location	INDIAN_1000127	cen_gps_long	values
ICEMR_1001128	Artesunate	ICEMR_0101092	Antimalarial drug used	INDIAN_1000128	pastyear_treatdrugs_chk___1	values
ICEMR_1001129	Artesunate/Pyrimethamine/Sulphadoxine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000129	pastyear_treatdrugs_chk___2	values
ICEMR_1001130	Chloroquine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000130	pastyear_treatdrugs_chk___3	values
ICEMR_1001131	Chloroquine/Primaquine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000131	pastyear_treatdrugs_chk___4	values
ICEMR_1001132	Mefloquine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000132	pastyear_treatdrugs_chk___5	values
ICEMR_1001133	Primaquine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000133	pastyear_treatdrugs_chk___6	values
ICEMR_1001134	Pyrimethamine/Sulphadoxine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000134	pastyear_treatdrugs_chk___7	values
ICEMR_1001135	Quinine/Quinidine	ICEMR_0101092	Antimalarial drug used	INDIAN_1000135	pastyear_treatdrugs_chk___8	values
ICEMR_1001136	Tetracycline/Doxycycline	ICEMR_0101092	Antimalarial drug used	INDIAN_1000136	pastyear_treatdrugs_chk___9	values
ICEMR_1001137	Other	ICEMR_0101092	Antimalarial drug used	INDIAN_1000137	pastyear_treatdrugs_chk___10	values
ICEMR_1001138	Can't remember	ICEMR_0101092	Antimalarial drug used	INDIAN_1000138	pastyear_treatdrugs_chk___11	values
