http://purl.obolibrary.org/obo/EUPATH_0015541,Unlicensed practitioner/village doctor/bush doctor/village health worker,12,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015538,Other,13,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015521,Child did not seem to need care,1,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015522,Clinic too far from home,2,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015523,Cost for travel too high,3,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015524,Cost for treatment too high,4,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015525,Could not take time off work,5,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015528,Not happy with clinical services in area,6,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015529,Other children at home could not be left alone,7,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015530,Unable to find transport,8,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015526,"Local situation (weather, natural, or political reasons)",9,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015527,Flood or bad weather,10,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015702,Political unrest,11,Reason for not seeking care
http://purl.obolibrary.org/obo/EUPATH_0015624,1st choice health center for diarrhea with blood,1,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015628,1st choice health center for diarrhea without blood,2,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015625,2nd choice health center for diarrhea with blood,3,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015629,2nd choice health center for diarrhea without blood,4,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015626,3rd choice health center for diarrhea with blood,5,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015630,3rd choice health center for diarrhea without blood,6,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015627,4th choice health center for diarrhea with blood,7,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015631,4th choice health center for diarrhea without blood,8,Seek health center care
http://purl.obolibrary.org/obo/EUPATH_0015674,Days vomiting during diarrheal illness,1,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015675,Worst day vomiting frequency during diarrheal illness,2,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015517,Sunken eyes and loss of skin turgor,3,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015684,Symptoms since illness began or during diarrhea,4,Signs and symptoms
http://purl.obolibrary.org/obo/EUPATH_0015470,Children under 60 months under interviewees care,1,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0010232,Children under 60 months in dwelling,2,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house,3,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0000143,"Household wealth index, categorical",4,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0000014,"Household wealth index, numerical",5,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,6,Socioeconomic factors
http://purl.obolibrary.org/obo/EUPATH_0015685,Blood in stools,1,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015512,Mucus/pus in stool,2,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015513,Rice watery stool,3,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015509,Coma/loss of consciousness,4,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015686,Decreased activity or lethargy,5,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015510,Decreased urination,6,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015511,Dry mouth,7,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015516,Irritable/less playful,8,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015687,Measured fever of at least 38C or parental perception,9,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015514,"Sunken eyes, more than normal",10,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015688,Unable to drink or drank poorly,11,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015689,Very thirsty,12,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015690,Vomiting 3 or more times per day,13,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015515,Wrinkled skin,14,Symptoms since illness began or during diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015669,Diarrhea treament,1,Treatment
http://purl.obolibrary.org/obo/EUPATH_0010390,Diarrhea treatment given in health center,2,Treatment
http://purl.obolibrary.org/obo/EUPATH_0015691,Diarrhea treatment prior to seeking care,3,Treatment
http://purl.obolibrary.org/obo/EUPATH_0015656,Bloody diarrhea,1,Treatment works well for illness
http://purl.obolibrary.org/obo/EUPATH_0015657,Rice watery/cholera-like illness,2,Treatment works well for illness
http://purl.obolibrary.org/obo/EUPATH_0015658,Simple loose/watery diarrhea,3,Treatment works well for illness
http://purl.obolibrary.org/obo/EUPATH_0015544,Health center,1,Where sought diarrheal care in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0015542,Sentinal health center,2,Where sought diarrheal care in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0015543,Non-sentinal health center,3,Where sought diarrheal care in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0015545,Professional care,4,Where sought diarrheal care in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0015546,Traditional healer or unlicensed practitioner,5,Where sought diarrheal care in last 2 weeks
http://purl.obolibrary.org/obo/EUPATH_0015639,Bloody diarrhea,1,Worry child will get illness prior to 5th birthday
http://purl.obolibrary.org/obo/EUPATH_0015640,Rice watery/cholera-like illness,2,Worry child will get illness prior to 5th birthday
http://purl.obolibrary.org/obo/EUPATH_0015641,Simple loose/watery diarrhea,3,Worry child will get illness prior to 5th birthday
http://purl.obolibrary.org/obo/PCO_0000024,Household,1,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,2,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,3,
