updated,colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,newLabel
yes,,682,2,campycult_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010642,"Cumulative # of stools with Campylobacter detected by culture, 1st monthly stools",,sample,"Campylobacter, summary data",http://purl.obolibrary.org/obo/EUPATH_0011763,cumulative count of the number of culture-positive Campylobacter samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,551,1,cmes,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010643,C. mesnili detected by microscopy,,sample,Nonpathogenic eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,C. mesnili detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,831,1,cmes_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010644,Cumulative # of stools with C. mesnili detected,,sample,"Chilomastix mesnili, summary data",http://purl.obolibrary.org/obo/EUPATH_0011764,cumulative count of the number of positive C. mesnili samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,833,3,cmes_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010645,"Cumulative # of stools with C. mesnili detected, 1st diarrheal stools",,sample,"Chilomastix mesnili, summary data",http://purl.obolibrary.org/obo/EUPATH_0011764,cumulative count of the number of positive C. mesnili samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,832,2,cmes_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010646,"Cumulative # of stools with C. mesnili detected, 1st monthly stools",,sample,"Chilomastix mesnili, summary data",http://purl.obolibrary.org/obo/EUPATH_0011764,cumulative count of the number of positive C. mesnili samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,772,4,crypto_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010648,Cumulative # of stools with Cryptosporidium detected by ELISA,,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive cryptosporidium samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,774,6,crypto_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010649,"Cumulative # of stools with Cryptosporidium detected by ELISA, 1st diarrheal stools",,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive cryptosporidium samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,773,5,crypto_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010650,"Cumulative # of stools with Cryptosporidium detected by ELISA, 1st monthly stools",,sample,"Cryptosporidium, summary data",http://purl.obolibrary.org/obo/EUPATH_0011767,cumulative count of the number of positive cryptosporidium samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,535,4,cyclo,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010651,Cyclospora detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,Cyclospora detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,776,1,cyclo_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010652,Cumulative # of stools with Cyclospora detected,,sample,"Cyclospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011768,cumulative count of the number of positive cyclospora samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,778,3,cyclo_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010653,"Cumulative # of stools with Cyclospora detected, 1st diarrheal stools",,sample,"Cyclospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011768,cumulative count of the number of positive cyclospora samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,777,2,cyclo_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010654,"Cumulative # of stools with Cyclospora detected, 1st monthly stools",,sample,"Cyclospora, summary data",http://purl.obolibrary.org/obo/EUPATH_0011768,cumulative count of the number of positive cyclospora samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,490,2,eaec,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010655,"EAEC detected by PCR, aaiC or aatA-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,EAEC?. presence of AATA or AAIC. Source=Calculated,1=yes;0=no,,,multifilter,
yes,,610,1,eaec_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010656,Cumulative # of stools with EAEC detected,,sample,"Enteroaggressive E. coli (EAEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011773,cumulative count of the number of positive EAEC samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,612,3,eaec_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010657,"Cumulative # of stools with EAEC detected, 1st diarrheal stools",,sample,"Enteroaggressive E. coli (EAEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011773,cumulative count of the number of positive EAEC samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,611,2,eaec_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010658,"Cumulative # of stools with EAEC detected, 1st monthly stools",,sample,"Enteroaggressive E. coli (EAEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011773,cumulative count of the number of positive EAEC samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,492,4,ecpaaic,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010659,"EAEC detected by PCR, aaiC-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was aaiC detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,617,4,ecpaaic_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010660,Cumulative # of aaiC-positive stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aaiC samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,619,6,ecpaaic_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010661,Cumulative # of aaiC-positive 1st diarrheal stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aaiC samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,618,5,ecpaaic_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010662,Cumulative # of aaiC-positive 1st monthly stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aaiC samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,493,5,ecpaata,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010663,"EAEC detected by PCR, aatA-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was aatA detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,620,7,ecpaata_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010664,Cumulative # of aatA-positive stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,622,9,ecpaata_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010665,Cumulative # of aatA-positive 1st diarrheal stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,621,8,ecpaata_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010666,Cumulative # of aatA-positive 1st monthly stools,,sample,"Virulence factor genes aatA and aaiC , summary data",http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,497,9,ecpbfpa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010667,"EPEC detected by PCR, bfpA-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was bfpA detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,639,1,ecpbfpa_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010668,Cumulative # of bfpA-positive stools,,sample,"Virulence factor gene bfpA, summary data",http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,641,3,ecpbfpa_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010669,Cumulative # of bfpA-positive 1st diarrheal stools,,sample,"Virulence factor gene bfpA, summary data",http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,640,2,ecpbfpa_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010670,Cumulative # of bfpA-positive 1st monthly stools,,sample,"Virulence factor gene bfpA, summary data",http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,498,10,ecpeae,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010671,"EPEC detected by PCR, eae-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was eae detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,643,1,ecpeae_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010672,Cumulative # of eae-positive stools,,sample,"Virulence factor gene eae, summary data",http://purl.obolibrary.org/obo/EUPATH_0011827,cumulative count of the number of positive eae samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,645,3,ecpeae_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010673,Cumulative # of eae-positive 1st diarrheal stools,,sample,"Virulence factor gene eae, summary data",http://purl.obolibrary.org/obo/EUPATH_0011827,cumulative count of the number of positive eae samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,644,2,ecpeae_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010674,Cumulative # of eae-positive 1st monthly stools,,sample,"Virulence factor gene eae, summary data",http://purl.obolibrary.org/obo/EUPATH_0011827,cumulative count of the number of positive eae samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,495,7,ecpipah,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010675,"EIEC detected by PCR, ipaH-positive result",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was ipaH detected?. . Source=ECP,1=yes;0=no,,How are eiec (microbiology) and ecpipah (microbiology) different?,multifilter,
yes,,628,1,ecpipah_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010676,Cumulative # of ipaH-positive stools,,sample,"Virulence factor gene ipaH, summary data",http://purl.obolibrary.org/obo/EUPATH_0011828,cumulative count of the number of positive ipaH samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,630,3,ecpipah_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010677,Cumulative # of ipaH-positive 1st diarrheal stools,,sample,"Virulence factor gene ipaH, summary data",http://purl.obolibrary.org/obo/EUPATH_0011828,cumulative count of the number of positive ipaH samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,629,2,ecpipah_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010678,Cumulative # of ipaH-positive 1st monthly stools,,sample,"Virulence factor gene ipaH, summary data",http://purl.obolibrary.org/obo/EUPATH_0011828,cumulative count of the number of positive ipaH samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,501,13,ecpltentero,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010679,"ETEC detected by PCR, LT-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was LT detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,658,1,ecpltentero_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010680,Cumulative # of stools with LT-positive ETEC detected,,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID. . Source=Calculated,continuous numeric,,How are ecpltentero_cum (microbiology) and lt_etec_cum (microbiology) different?,,
yes,,660,3,ecpltentero_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010681,"Cumulative # of stools with LT-positive ETEC detected, 1st diarrheal stools",,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,How are ecpltentero_cum_d (microbiology) and lt_etec_cum_d (microbiology) different?,,
yes,,659,2,ecpltentero_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010682,"Cumulative # of stools with LT-positive ETEC detected, 1st monthly stools",,sample,"Heat-labile enterotoxin (LT), summary data",http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,How are ecpltentero_cum_m (microbiology) and lt_etec_cum_m (microbiology) different?,,
yes,,500,12,ecpstentero,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010683,"ETEC detected by PCR, ST-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was ST detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,651,1,ecpstentero_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010684,Cumulative # of stools with ST-positive ETEC detected,,sample,"Heat-stable enterotoxin (ST), summary data",http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID. . Source=Calculated,continuous numeric,,How are ecpstentero_cum (microbiology) and st_etec_cum (microbiology) different?,,
yes,,653,3,ecpstentero_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010685,"Cumulative # of stools with ST-positive ETEC detected, 1st diarrheal stools",,sample,"Heat-stable enterotoxin (ST), summary data",http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,How are ecpstentero_cum_d (microbiology) and st_etec_cum_d (microbiology) different?,,
yes,,652,2,ecpstentero_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010686,"Cumulative # of stools with ST-positive ETEC detected, 1st monthly stools",,sample,"Heat-stable enterotoxin (ST), summary data",http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,How are ecpstentero_cum_m (microbiology) and st_etec_cum_m (microbiology) different?,,
yes,,506,18,ecpstx1,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010687,"STEC detected by PCR, stx1-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was stx1 detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,669,1,ecpstx1_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010688,Cumulative # of stx1-positive stools,,sample,"Virulence factor gene stx1, summary data",http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,671,3,ecpstx1_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010689,Cumulative # of stx1-positive 1st diarrheal stools,,sample,"Virulence factor gene stx1, summary data",http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,670,2,ecpstx1_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010690,Cumulative # of stx1-positive 1st monthly stools,,sample,"Virulence factor gene stx1, summary data",http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,507,19,ecpstx2,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010691,"STEC detected by PCR, stx2-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Was stx2 detected?. . Source=ECP,1=yes;0=no,,,multifilter,
yes,,673,1,ecpstx2_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010692,Cumulative # of stx2-positive stools,,sample,"Virulence factor gene stx2, summary data",http://purl.obolibrary.org/obo/EUPATH_0011830,cumulative count of the number of positive stx2 samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,675,3,ecpstx2_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010693,Cumulative # of stx2-positive 1st diarrheal stools,,sample,"Virulence factor gene stx2, summary data",http://purl.obolibrary.org/obo/EUPATH_0011830,cumulative count of the number of positive stx2 samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,674,2,ecpstx2_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010694,Cumulative # of stx2-positive 1st monthly stools,,sample,"Virulence factor gene stx2, summary data",http://purl.obolibrary.org/obo/EUPATH_0011830,cumulative count of the number of positive stx2 samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,536,5,ehist,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010695,E. histolytica detected by any method,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,Was E. histolytica detected (collapsed)?. Use this variable for E. histolytica results in analysis. Indeterminate test result is coded as no.. Source=Calculated,1=yes;0=no,,,multifilter,
yes,,780,1,ehist_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010696,Cumulative # of stools with E. histolytica detected,,sample,"Entamoeba histolytica, summary data",http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,782,3,ehist_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010697,"Cumulative # of stools with E. histolytica detected, 1st diarrheal stools",,sample,"Entamoeba histolytica, summary data",http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,781,2,ehist_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010698,"Cumulative # of stools with E. histolytica detected, 1st monthly stools",,sample,"Entamoeba histolytica, summary data",http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,494,6,eiec,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010699,"EIEC detected by PCR, ipaH-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,EIEC?. presence of IPAH. Source=Calculated,1=yes;0=no,,How are eiec (microbiology) and ecpipah (microbiology) different?,multifilter,
yes,,624,1,eiec_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010700,Cumulative # of stools with EIEC detected,,sample,"Enteroinvasive E. coli (EIEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,626,3,eiec_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010701,"Cumulative # of stools with EIEC detected, 1st diarrheal stools",,sample,"Enteroinvasive E. coli (EIEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,625,2,eiec_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010702,"Cumulative # of stools with EIEC detected, 1st monthly stools",,sample,"Enteroinvasive E. coli (EIEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,552,2,enana,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010703,E. nana detected by microscopy,,sample,Nonpathogenic eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,E. nana detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,835,1,enana_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010704,Cumulative # of stools with E. nana detected,,sample,"Endolimax nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive e. nana samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,837,3,enana_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010705,"Cumulative # of stools with E. nana detected, 1st diarrheal stools",,sample,"Endolimax nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive e. nana samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,836,2,enana_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010706,"Cumulative # of stools with E. nana detected, 1st monthly stools",,sample,"Endolimax nana, summary data",http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive e. nana samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,496,8,epec,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010707,"EPEC detected by PCR, bfpA and eae-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,EPEC?. presence of EAE and BFPA. Source=Calculated,1=yes;0=no,,,multifilter,
yes,,632,1,epec_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010708,Cumulative # of stools with EPEC detected,,sample,"Enteropathogenic E. coli (EPEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011778,cumulative count of the number of positive EPEC samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,634,3,epec_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010709,"Cumulative # of stools with EPEC detected, 1st diarrheal stools",,sample,"Enteropathogenic E. coli (EPEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011778,cumulative count of the number of positive EPEC samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,633,2,epec_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010710,"Cumulative # of stools with EPEC detected, 1st monthly stools",,sample,"Enteropathogenic E. coli (EPEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011778,cumulative count of the number of positive EPEC samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,499,11,etec,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010711,"ETEC detected by PCR, ST or LT-positive",,sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,ETEC?. presence of ST or LT. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,647,1,etec_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010712,Cumulative # of stools with ETEC detected,,sample,"Enterotoxogenic E. coli (ETEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011780,cumulative count of the number of positive TEC samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,649,3,etec_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010713,"Cumulative # of stools with ETEC detected, 1st diarrheal stools",,sample,"Enterotoxogenic E. coli (ETEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011780,cumulative count of the number of positive ETEC samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,648,2,etec_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010714,"Cumulative # of stools with ETEC detected, 1st monthly stools",,sample,"Enterotoxogenic E. coli (ETEC), summary data",http://purl.obolibrary.org/obo/EUPATH_0011780,cumulative count of the number of positive ETEC samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,537,6,everm,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010715,E. vermicularis detected by microscopy,,sample,Parasite,http://purl.obolibrary.org/obo/EUPATH_0011841,E. vermicularis detected?. . Source=Calculated,1=yes;0=no,,,multifilter,
yes,,784,1,everm_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010716,Cumulative # of stools with E. vermicularis detected,,sample,"Enterobius vermicularis, summary data",http://purl.obolibrary.org/obo/EUPATH_0011775,cumulative count of the number of positive e. vermicularis samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,786,3,everm_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010717,"Cumulative # of stools with E. vermicularis detected, 1st diarrheal stools",,sample,"Enterobius vermicularis, summary data",http://purl.obolibrary.org/obo/EUPATH_0011775,cumulative count of the number of positive e. vermicularis samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
yes,,785,2,everm_cum_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010718,"Cumulative # of stools with E. vermicularis detected, 1st monthly stools",,sample,"Enterobius vermicularis, summary data",http://purl.obolibrary.org/obo/EUPATH_0011775,cumulative count of the number of positive e. vermicularis samples by PID in first monthly stools. . Source=Calculated,continuous numeric,,,,
yes,,567,4,fvfadenoresult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010719,Adenovirus ELISA result,,sample,Raw virus data,http://purl.obolibrary.org/obo/EUPATH_0011844,"Adenovirus result. Raw variable from FVF form. Use collapsed variable of ""adeno"" for results. Source=FVF",Positive =01; Negative =02; Indeterminate =03,,,,
yes,,568,5,fvfastroresult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010720,Astrovirus ELISA result,,sample,Raw virus data,http://purl.obolibrary.org/obo/EUPATH_0011844,"Astrovirus result. Raw variable from FVF form. Use collapsed variable of ""astro"" for results. Source=FVF",Positive =01; Negative =02; Indeterminate =03,,,,
yes,,569,6,fvfrotaresult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010721,Rotavirus ELISA result,,sample,Raw virus data,http://purl.obolibrary.org/obo/EUPATH_0011844,"Rotavirus result. Raw variable from FVF form. Use collapsed variable of ""rota"" for results. Added the response category of ""00"" for those samples which had a positive test result but stool collection occurred less than 28 days from rotavirus vaccination; these samples are deemed negative for rotavirus.. Source=FVF",Positive results that occurred within 28d of the child receiving a rotavirus vaccination (positive test but rotavius negative)=00; Positive =01; Negative =02; Indeterminate =03,,,,
yes,,788,1,giard_cum,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010723,Cumulative # of stools with Giardia detected,,sample,"Giardia, summary data",http://purl.obolibrary.org/obo/EUPATH_0011787,cumulative count of the number of positive giardia samples by PID. . Source=Calculated,continuous numeric,,,,
yes,,790,3,giard_cum_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010724,"Cumulative # of stools with Giardia detected, 1st diarrheal stools",,sample,"Giardia, summary data",http://purl.obolibrary.org/obo/EUPATH_0011787,cumulative count of the number of positive giardia samples by PID in first diarrhea stools. . Source=Calculated,continuous numeric,,,,
