dataSet,dataFile,variable,label,category,IRI,codebookDescription,codebookValues,multifilter,overallOrder,definition,QCed,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate20,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,284,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate21,Date,Observation,NA,,,,288,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate21,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,288,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate22,Date,Observation,NA,,,,292,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate22,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,292,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate23,Date,Observation,NA,,,,296,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate23,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,296,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate24,Date,Observation,NA,,,,300,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate24,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,300,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate25,Date,Observation,NA,,,,304,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate25,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,304,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate3,Date,Observation,NA,,,,216,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate3,Date,Observation,NA,,,,109,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,216,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,109,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate4,Date,Observation,NA,,,,220,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate4,Date,Observation,NA,,,,112,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,220,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,112,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate5,Date,Observation,NA,,,,224,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate5,Date,Observation,NA,,,,115,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate5,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,224,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate5,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,115,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate6,Date,Observation,NA,,,,228,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate6,Date,Observation,NA,,,,118,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate6,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,228,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate6,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,118,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate7,Date,Observation,NA,,,,232,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate7,Date,Observation,NA,,,,121,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate7,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,232,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate7,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,121,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate8,Date,Observation,NA,,,,236,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate8,Date,Observation,NA,,,,124,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate8,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,236,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate8,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,124,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate9,Date,Observation,NA,,,,240,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate9,Date,Observation,NA,,,,127,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,opvdate9,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,240,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,opvdate9,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,127,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate1,Date,Observation,NA,,,,114,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,114,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate2,Date,Observation,NA,,,,118,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,118,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate3,Date,Observation,NA,,,,122,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,122,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate4,Date,Observation,NA,,,,126,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,pcvdate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,126,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate1,Date,Observation,NA,,,,9,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,9,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate2,Date,Observation,NA,,,,13,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,13,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate3,Date,Observation,NA,,,,17,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,17,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate4,Date,Observation,NA,,,,21,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,21,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate5,Date,Observation,NA,,,,25,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rabdate5,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,25,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate1,Date,Observation,NA,,,,330,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate1,Date,Observation,NA,,,,92,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,330,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,92,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate2,Date,Observation,NA,,,,334,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate2,Date,Observation,NA,,,,95,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,334,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,95,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate3,Date,Observation,NA,,,,338,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate3,Date,Observation,NA,,,,98,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rotadate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,338,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,rotadate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,98,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate1,Date,Observation,NA,,,,144,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,144,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate2,Date,Observation,NA,,,,148,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,148,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate3,Date,Observation,NA,,,,152,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,rubdate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,152,,,
"MAL-ED, 0 to 36 months",LMZ.csv,sampletype,Sample type,Sample,http://purl.obolibrary.org/obo/OBI_0100051,Type of sample (urine). Source=calculated,urine,,NA,,,
"MAL-ED, 0 to 36 months",micro_x.csv,sampletype,Sample type,Sample,http://purl.obolibrary.org/obo/OBI_0100051,Type of sample (stool). Source=calculated,stool,,NA,,y,
"MAL-ED, 0 to 36 months",mpo_neo_ala.csv,sampletype,Sample type,Sample,http://purl.obolibrary.org/obo/OBI_0100051,Type of sample (stool). Source=calculated,stool,,NA,,y,
"MAL-ED, 0 to 36 months",TAC.csv,sampletype,Sample type,Sample,http://purl.obolibrary.org/obo/OBI_0100051,Type of sample (stool). Source=calculated,stool,,NA,,y,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,sampletype,Sample type,Sample,http://purl.obolibrary.org/obo/OBI_0100051,Type of sample (blood). Source=calculated,blood,,NA,,,
"MAL-ED, 0 to 36 months",micro_x.csv,srfdate,Sample collection date,Sample,http://purl.obolibrary.org/obo/OBI_0001619,Date of collection. Source=SRF,,,337,,y,
"MAL-ED, 0 to 36 months",mpo_neo_ala.csv,SRFDATE,Sample collection date,Sample,http://purl.obolibrary.org/obo/OBI_0001619,Date of collection. Source=SRF,,,5,,y,
"MAL-ED, 0 to 36 months",micro_x.csv,srfspectype,Stool type,Observation,NA,Type of specimen collected,"M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection",,343,,y,
"MAL-ED, 0 to 36 months",mpo_neo_ala.csv,SRFSPECTYPE,Stool type,Observation,NA,Type of specimen collected,"M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection",,7,,y,
"MAL-ED, 0 to 36 months",TAC.csv,srfspectype,Stool type,Observation,NA,Type of specimen collected,"M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection",,13,,y,
"MAL-ED, 0 to 36 months",zscores.csv,stature,Stature (cm),Observation,NA,,,,15,"Length. When length is not available, height.",y,
"MAL-ED, 0 to 36 months",diet.csv,target_month,Target month,Observation,NA,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,68,,c,
"MAL-ED, 0 to 36 months",fsq.csv,target_month,Target month,Observation,NA,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,21,,c,
"MAL-ED, 0 to 36 months",WAMI.csv,target_month,Target month,Observation,NA,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,45,,c,
"MAL-ED, 0 to 36 months",WHOcoreallsites.csv,target_month,Target month,Observation,NA,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,33,,c,
"MAL-ED, 0 to 36 months",diet.csv,target_month,Target month for 24hr food recall survey,Observation,NA - needs new IRI as label has been corrected,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,68,,c,
"MAL-ED, 0 to 36 months",WAMI.csv,target_month,Target month for food security survey,Observation,NA - needs new IRI as label has been corrected,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,45,,c,
"MAL-ED, 0 to 36 months",WHOcoreallsites.csv,target_month,Target month for monthly survey,Observation,NA - needs new IRI as label has been corrected,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,33,,c,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,target_month,Target month for sample collection,Observation,http://purl.obolibrary.org/obo/EUPATH_0011851,,,,14,,,
"MAL-ED, 0 to 36 months",LMZ.csv,target_month,Target month for sample collection,Sample,http://purl.obolibrary.org/obo/EUPATH_0011851,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,6,,,
"MAL-ED, 0 to 36 months",mn_blood_iar.csv,target_month,Target month for sample collection,Sample,http://purl.obolibrary.org/obo/EUPATH_0011851,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,4,,c,
"MAL-ED, 0 to 36 months",mpo_neo_ala.csv,target_month,Target month for sample collection,Sample,http://purl.obolibrary.org/obo/EUPATH_0011851,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,13,,c,
"MAL-ED, 0 to 36 months",fsq.csv,target_month,Target month for surveillance data collection,Observation,NA - needs new IRI as label has been corrected,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,21,,c,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate1,Date,Observation,NA,,,,364,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate1,Date,Observation,NA,,,,49,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,364,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,49,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate2,Date,Observation,NA,,,,368,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate2,Date,Observation,NA,,,,52,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,368,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate2,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,52,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate3,Date,Observation,NA,,,,372,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate3,Date,Observation,NA,,,,55,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,372,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate3,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,55,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate4,Date,Observation,NA,,,,376,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate4,Date,Observation,NA,,,,58,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,376,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate4,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,58,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate5,Date,Observation,NA,,,,380,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate5,Date,Observation,NA,,,,61,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate5,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,380,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate5,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,61,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate6,Date,Observation,NA,,,,384,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate6,Date,Observation,NA,,,,64,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate6,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,384,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate6,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,64,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate7,Date,Observation,NA,,,,388,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate7,Date,Observation,NA,,,,67,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate7,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,388,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate7,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,67,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate8,Date,Observation,NA,,,,392,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate8,Date,Observation,NA,,,,70,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate8,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,392,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate8,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,70,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate9,Date,Observation,NA,,,,396,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate9,Date,Observation,NA,,,,73,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,tetadate9,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,396,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tetadate9,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,73,,,
"MAL-ED, 0 to 36 months",mn_blood_iar.csv,tfrcat,Blood soluble transferrin receptor level,Sample,http://purl.obolibrary.org/obo/EUPATH_0011157,,,,36,,c,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,tfrcat,Blood soluble transferrin receptor level,Sample,http://purl.obolibrary.org/obo/EUPATH_0011157,,,,223,,,
"MAL-ED, 0 to 36 months",mn_blood_iar.csv,TFRCONC,Blood soluble transferrin receptor (mg/L),Sample,http://purl.obolibrary.org/obo/EUPATH_0011156,,,,19,,c,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,TFRCONC,Blood soluble transferrin receptor (mg/L),Sample,http://purl.obolibrary.org/obo/EUPATH_0011156,,,,208,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,typdate1,Date,Observation,NA,,,,35,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,typdate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,35,,,
"MAL-ED, 0 to 36 months",LMZ.csv,UCFDATE,Sample collection date,Sample,http://purl.obolibrary.org/obo/OBI_0001619,,,,10,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate1,Date,Observation,NA,,,,49,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate1,Date,Observation,NA,,,,161,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate1,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,49,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate1,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,161,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate2,Date,Observation,NA,,,,53,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate2,Date,Observation,NA,,,,164,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate2,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,53,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate2,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,164,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate3,Date,Observation,NA,,,,57,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate3,Date,Observation,NA,,,,167,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate3,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,57,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate3,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,167,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate4,Date,Observation,NA,,,,61,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate4,Date,Observation,NA,,,,170,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate4,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,61,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate4,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,170,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate5,Date,Observation,NA,,,,65,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate5,Date,Observation,NA,,,,173,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,vitadate5,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,65,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate5,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,173,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate6,Date,Observation,NA,,,,176,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate6,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,176,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate7,Date,Observation,NA,,,,179,,,
"MAL-ED, 0 to 36 months",vax_and_titer_wdates.csv,vitadate7,Vitamin A supplementation date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011520,,,,179,,,
"MAL-ED, 0 to 36 months",zscores.csv,weight,Weight (kg),Observation,http://purl.obolibrary.org/obo/EUPATH_0000732,Weight in kg. Source=CAF/MOA/MOB/MOC,,,17,,y,
"MAL-ED, 0 to 36 months",zscores.csv,window,Target window,Observation,http://purl.obolibrary.org/obo/EUPATH_0010438,"Assessment is conducted in target window, extened window, out of window. Source=FRQ","out of window = 0, in target window = 1, in extended window = 2",,12,,y,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,yfdate1,Date,Observation,NA,,,,109,,,
"MAL-ED, 0 to 36 months",Vaccine_wide_moa.csv,yfdate1,Vaccination date,Observation,http://purl.obolibrary.org/obo/EUPATH_0011213,,,,109,,,
"MAL-ED, 0 to 36 months",LMZ.csv,Zcontin_BC_lac,Lactulose z-score,Sample,http://purl.obolibrary.org/obo/EUPATH_0011404,,,,49,,,
"MAL-ED, 0 to 36 months",LMZ.csv,Zcontin_BC_lmr,Lactulose-to-mannitol ratio z-score,Sample,http://purl.obolibrary.org/obo/EUPATH_0011439,,,,55,,,
"MAL-ED, 0 to 36 months",LMZ.csv,Zcontin_BC_man,Mannitol z-score,Sample,http://purl.obolibrary.org/obo/EUPATH_0011405,,,,52,,,
"MAL-ED, 0 to 36 months",zscores.csv,zhc,Head circumference-for-age z-score,Observation,http://purl.obolibrary.org/obo/EUPATH_0000682,Head circumference Z-score. Source=calculated,,,24,,y,
"MAL-ED, 0 to 36 months",zscores.csv,zhei,Height-for-age z-score,Observation,NA,,,,20,,y,
"MAL-ED, 0 to 36 months",zscores.csv,zlen,Length-for-age z-score,Observation,NA - needs a new IRI as length and height have been separated into 2 variables,Length-for-age Z-score. Source=calculated,,,19,,y,
"MAL-ED, 0 to 36 months",zscores.csv,zwei,Weight-for-age z-score,Observation,http://purl.obolibrary.org/obo/EUPATH_0000733,Weight-for-age Z-score. Source=calculated,,,21,,y,
"MAL-ED, 0 to 36 months",zscores.csv,zwfh,Height-for-weight z-score,Observation,NA,,,,23,,y,
"MAL-ED, 0 to 36 months",zscores.csv,zwfl,Length-for-weight z-score,Observation,NA - needs a new IRI as length and height have been separated into 2 variables,Weight-for-length Z-score. Source=calculated,,,22,,y,
"MAL-ED, 0 to 36 months",bf2.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",diet.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
"MAL-ED, 0 to 36 months",fsq.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,2,,y,
"MAL-ED, 0 to 36 months",illnessfull.csv,pid,Participant ID,Participant,http://purl.obolibrary.org/obo/EUPATH_0000095,Child ID (original). Source=CAF/MOA/MOB/MOC/SAF/FSQ/BRF/UCF/FSE/MOA,unique identifier,,1,,y,
