overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
156,ipvdate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at ipv vaccine dose 4,2010-10-01 to 2013-09-16,,
203,ipvdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 5th dose of IPV vaccine,2013-02-20 to 2013-02-20,,
207,ipvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total IPV vaccine doses,,Observation,,,Total number of IPV vaccine doses the child has received,1 to 5,,
159,ipvdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total IPV vaccine doses,,Observation,,,Total number of ipv vaccine doses recorded during study,0 to 5,,
160,ipvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,IPV vaccine doses prior to blood draw,,Observation,,,Number of ipv vaccine doses received prior to blood draw,0 to 4,,
105,jeaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Japanese Encephalitis vaccine,363 to 606,,
104,jedate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Japanese Encephalitis vaccine,2011-05-28 to 2013-04-05,,
108,jedoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total Japanese encephalitis vaccine doses,,Observation,,,Total number of Japanese Encephalitis vaccine doses the child has received,1 to 1,,
41,lab,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactulose and mannitol analysis lab,,Observation,,,Lab that run the LM,"BG, BR, IN, OR",,
51,lac_bin,LMZ.csv,"MAL-ED, 0 to 36 months",,Adjusted lactulose excreted (%) greater than 90th percentile in Brazil ,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile are indicated here",Observation,,,"0 if <90th percentile Brazil, 1 if >90th percentile for BR",0 to 1,,
29,lacexc_100,LMZ.csv,"MAL-ED, 0 to 36 months",,Greater than 100% lactulose excreted,The sample fails quality control checks since more than 100% of the recorded lactulose dose given to the participant was excreted,Observation,,,1 if the total percent lactulose excreted was >100%,1 to 1,,
57,lmr_bin,LMZ.csv,"MAL-ED, 0 to 36 months",,Adjusted lactulose/mannitol excretion ratio greater than 90th percentile in Brazil ,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile are indicated here",Observation,,,"0 if <90th percentile Brazil, 1 if >90th percentile for BR",0 to 1,,
18,log2mea,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 measles titer (IU/L), by ELISA result",,Observation,,,Measles titer in log2 scale,0 to 14.48,,
20,log2per,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log 2 purtussis titer (IU/L), by ELISA result",,Observation,,,Pertussis titer in log2 scale,0 to 10.51,,
24,log2pol1n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio IgG titer (U/L), by ELISA result",,Observation,,,Polio Serotype 1 titer in log2 scale,2.5 to 10.5,,
25,log2pol2n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 1 titer, by microneutralization result",,Observation,,,Polio Serotype 2 titer in log2 scale ,2.5 to 10.5,,
26,log2pol3n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 2 titer, by microneutralization result",,Observation,,,Polio Serotype 3 titer in log2 scale ,2.5 to 10.5,,
23,log2poligg,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 polio serotype 3 titer, by microneutralization result",,Observation,,,Polio IgG titer in log2 scale,1 to 9.91,,
21,log2rotaa,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 rotavirus IgG titer (U/L), by ELISA result",,Observation,,,Rotavirus IgA titer in log2 scale,0 to 11.04,,
22,log2rotag,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 rotavirus IgA titer (U/L), by ELISA result",,Observation,,,Rotavirus IgG titer in log2 scale,0 to 15.36,,
19,log2tet,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Log2 tetanus titer (IU/L), by ELISA result",,Observation,,,Tetanus titer in log2 scale,0 to 15.28,,
222,lowadjfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low adjusted blood ferritin (less than 12ng/mL),,Observation,,,1= adjfar <12; 0=adjfar>=12,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
219,lowadjrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low adjusted blood retinol (less than 20mg/dL),,Observation,,,NA,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
216,lowadjzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low adjusted blood zinc (less than 9.9 umol/L),,Observation,,,NA,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
220,lowfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low blood ferritin (less than 12ng/mL),,Observation,,,1= FARVALMEAN <12; 0= FARVALMEAN>=12,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
217,lowrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low blood ferritin (less than 12ng/mL),,Observation,,,1= RARCONC <20; 0= RARCONC>=20,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
214,lowzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Low blood zinc (less than 9.9 umol/L),,Observation,,,1= zinc_mml<9.9; 0= zinc_mml>=9.9,0 to 1,,Ignore for now. Same as in mn_blood_iar_24m.csv
54,man_bin,LMZ.csv,"MAL-ED, 0 to 36 months",,Adjusted mannitol excreted (%) greater than 90th percentile in Brazil ,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile are indicated here",Observation,,,"0 if <90th percentile Brazil, 1 if >90th percentile for BR",0 to 1,,
28,manexc_100,LMZ.csv,"MAL-ED, 0 to 36 months",,Greater than 100% mannitol excreted,The sample fails quality control checks since more than 100% of the recorded mannitol dose given to the participant was excreted,Observation,,,1 if the total percent mannitol excreted was >100%,1 to 1,,
158,meaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Measles vaccine,152 to 1084,,
39,meaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at measles vaccine dose 1,233 to 1084,,
162,meaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Measles vaccine,299 to 1098,,
42,meaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at measles vaccine dose 2,299 to 1098,,
166,meaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Measles vaccine,393 to 1088,,
45,meaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at measles vaccine dose 3,393 to 1088,,
170,meaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 4th dose of Measles vaccine,842 to 956,,
157,meadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Measles vaccine,2010-07-14 to 2014-05-28,,
38,meadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at measles vaccine dose 1,2010-07-14 to 2014-05-28,,
161,meadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Measles vaccine,2010-11-24 to 2014-11-05,,
41,meadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at measles vaccine dose 2,2010-11-24 to 2014-11-05,,
165,meadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Measles vaccine,2011-11-09 to 2014-07-21,,
44,meadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at measles vaccine dose 3,2011-11-09 to 2014-07-21,,
169,meadate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 4th dose of Measles vaccine,2012-12-19 to 2013-04-25,,
173,meadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total measles vaccine doses,,Observation,,,Total number of Measles vaccine doses the child has received,1 to 4,,
47,meadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total measles vaccine doses,,Observation,,,Total number of measles vaccine doses recorded during study,0 to 4,,
198,meainf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Measles infection prior to blood draw (suspected),,Observation,,,0/1 Indicator of whether (suspected) measles infection occurred before blood draw,0 to 1,,
48,meaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Measles vaccine doses prior to blood draw,,Observation,,,Number of measles vaccine doses received prior to blood draw,0 to 3,,
27,meapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Measles titer, by ELISA",Measle titer >250 IU/L,Observation,,,0/1 'Positive' measles titer,0 to 1,,
71,menaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Meningitis vaccine,87 to 558,,
75,menaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Meningitis vaccine,137 to 676,,
79,menaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Meningitis vaccine,366 to 705,,
70,mendate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Meningitis vaccine,2010-10-18 to 2013-06-03,,
74,mendate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Meningitis vaccine,2010-12-17 to 2013-07-10,,
78,mendate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Meningitis vaccine,2011-11-22 to 2013-09-03,,
82,mendoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total meningitis vaccine doses,,Observation,,,Total number of Meningitis vaccine doses the child has received,1 to 3,,
175,mmraged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of MMR vaccine,152 to 1093,,
179,mmraged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of MMR vaccine,384 to 1098,,
183,mmraged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of MMR vaccine,726 to 1068,,
174,mmrdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of MMR vaccine,2010-07-28 to 2014-05-28,,
178,mmrdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of MMR vaccine,2011-04-04 to 2014-11-05,,
182,mmrdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of MMR vaccine,2014-01-30 to 2014-07-21,,
186,mmrdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total MMR vaccine doses,,Observation,,,Total number of MMR vaccine doses the child has received,1 to 3,,
132,mumaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Mumps vaccine,152 to 1093,,
136,mumaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of Mumps vaccine,384 to 1098,,
140,mumaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of Mumps vaccine,726 to 1068,,
131,mumdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Mumps vaccine,2010-07-28 to 2014-05-28,,
135,mumdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of Mumps vaccine,2011-04-04 to 2014-11-05,,
139,mumdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of Mumps vaccine,2014-01-30 to 2014-07-21,,
143,mumdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total mumps vaccine doses,,Observation,,,Total number of Mumps vaccine doses the child has received,1 to 3,,
5,NCFLASTDATE,LMZ.csv,"MAL-ED, 0 to 36 months",,Last contact date,,Observation,,,Date of last contact (from the NCF form),2010-01-18 to 2014-03-31,,
27,no_lact_peak,LMZ.csv,"MAL-ED, 0 to 36 months",,Lactuolose not detected,,Observation,,,1 if no lactulose peak was detected by the lab ,1 to 1,,
26,no_mann_peak,LMZ.csv,"MAL-ED, 0 to 36 months",,Mannitol not detected,,Observation,,,1 if no mannitol peak was detected by the lab,1 to 1,,
40,note,LMZ.csv,"MAL-ED, 0 to 36 months",,Other reason urine sample excluded,,Observation,,,Notes samples whose results were excluded due to sample collection issues,", CHILD TOOK ONLY 6ML OF LM. HAD ALLERGY TO THE SOLUTION W/PDF, DOSAGE BASED ON PRIOR MONTH'S WEIGHT, W/PDF, INCORRECT DOSAGE ADMINISTERED (21.86ML INSTEAD OF 20ML) W/PDF",,
209,opvaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of OPV vaccine,0 to 568,,
104,opvaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 1,0 to 568,,
245,opvaged10,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 10th dose of OPV vaccine,264 to 1093,,
131,opvaged10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 10,264 to 790,,
249,opvaged11,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 11th dose of OPV vaccine,343 to 1095,,
134,opvaged11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 11,343 to 786,,
253,opvaged12,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 12th dose of OPV vaccine,403 to 1017,,
137,opvaged12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 12,403 to 782,,
257,opvaged13,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 13th dose of OPV vaccine,465 to 1013,,
140,opvaged13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 13,465 to 790,,
261,opvaged14,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 14th dose of OPV vaccine,499 to 1075,,
143,opvaged14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 14,499 to 788,,
265,opvaged15,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 15th dose of OPV vaccine,533 to 1093,,
269,opvaged16,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 16th dose of OPV vaccine,595 to 1076,,
273,opvaged17,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 17th dose of OPV vaccine,638 to 1095,,
277,opvaged18,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 18th dose of OPV vaccine,687 to 1094,,
281,opvaged19,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 19th dose of OPV vaccine,711 to 1089,,
213,opvaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 2nd dose of OPV vaccine,3 to 812,,
107,opvaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 2,3 to 728,,
285,opvaged20,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 20th dose of OPV vaccine,750 to 1095,,
289,opvaged21,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 21st dose of OPV vaccine,787 to 1092,,
293,opvaged22,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 22nd dose of OPV vaccine,920 to 1093,,
297,opvaged23,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 23rd dose of OPV vaccine,961 to 1094,,
301,opvaged24,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 24th dose of OPV vaccine,1005 to 1090,,
305,opvaged25,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 25th dose of OPV vaccine,1059 to 1091,,
217,opvaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 3rd dose of OPV vaccine,36 to 1087,,
110,opvaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 3,36 to 784,,
221,opvaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 4th dose of OPV vaccine,46 to 1098,,
113,opvaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 4,46 to 785,,
225,opvaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 5th dose of OPV vaccine,73 to 1101,,
116,opvaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 5,73 to 790,,
229,opvaged6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 6th dose of OPV vaccine,88 to 1094,,
119,opvaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 6,88 to 788,,
233,opvaged7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 7th dose of OPV vaccine,116 to 1102,,
122,opvaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 7,116 to 788,,
237,opvaged8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 8th dose of OPV vaccine,161 to 1094,,
125,opvaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 8,161 to 790,,
241,opvaged9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 9th dose of OPV vaccine,205 to 1094,,
128,opvaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age at opv vaccine dose 9,205 to 788,,
208,opvdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of OPV vaccine,2009-10-20 to 2012-10-11,,
103,opvdate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 1,2009-10-20 to 2012-10-11,,
244,opvdate10,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 10th dose of OPV vaccine,2010-12-30 to 2014-02-24,,
130,opvdate10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 10,2010-12-30 to 2014-02-23,,
248,opvdate11,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 11th dose of OPV vaccine,2011-03-08 to 2014-02-23,,
133,opvdate11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 11,2011-03-08 to 2014-02-23,,
252,opvdate12,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 12th dose of OPV vaccine,2011-05-11 to 2014-02-23,,
136,opvdate12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 12,2011-05-11 to 2013-10-02,,
256,opvdate13,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 13th dose of OPV vaccine,2011-06-14 to 2013-12-15,,
139,opvdate13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 13,2011-06-14 to 2013-11-21,,
260,opvdate14,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 14th dose of OPV vaccine,2011-07-18 to 2014-01-21,,
142,opvdate14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 14,2011-07-18 to 2013-12-14,,
264,opvdate15,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 15th dose of OPV vaccine,2011-10-25 to 2014-01-21,,
268,opvdate16,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 16th dose of OPV vaccine,2012-01-31 to 2014-01-21,,
272,opvdate17,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 17th dose of OPV vaccine,2012-03-15 to 2014-02-25,,
276,opvdate18,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 18th dose of OPV vaccine,2012-04-23 to 2014-02-25,,
280,opvdate19,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 19th dose of OPV vaccine,2012-07-16 to 2014-02-26,,
212,opvdate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 2nd dose of OPV vaccine,2009-12-04 to 2013-06-11,,
106,opvdate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 2,2009-12-04 to 2013-06-11,,
284,opvdate20,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 20th dose of OPV vaccine,2012-10-16 to 2014-02-26,,
288,opvdate21,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 21st dose of OPV vaccine,2012-12-17 to 2014-02-27,,
292,opvdate22,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 22nd dose of OPV vaccine,2013-01-28 to 2014-02-25,,
296,opvdate23,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 23rd dose of OPV vaccine,2013-02-18 to 2014-02-26,,
300,opvdate24,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 24th dose of OPV vaccine,2013-09-30 to 2014-01-22,,
304,opvdate25,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 25th dose of OPV vaccine,2014-01-20 to 2014-01-20,,
216,opvdate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 3rd dose of OPV vaccine,2010-03-15 to 2013-06-24,,
109,opvdate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 3,2010-03-15 to 2013-06-24,,
220,opvdate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 4th dose of OPV vaccine,2010-04-27 to 2014-11-07,,
112,opvdate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 4,2010-04-27 to 2013-12-21,,
224,opvdate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 5th dose of OPV vaccine,2010-05-26 to 2014-11-29,,
115,opvdate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 5,2010-05-26 to 2014-02-12,,
228,opvdate6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 6th dose of OPV vaccine,2010-07-12 to 2014-11-26,,
118,opvdate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 6,2010-07-12 to 2014-02-13,,
232,opvdate7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 7th dose of OPV vaccine,2010-08-12 to 2014-11-10,,
121,opvdate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date at opv vaccine dose 7,2010-08-12 to 2014-01-29,,
236,opvdate8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 8th dose of OPV vaccine,2010-10-12 to 2014-02-23,,
