dataSet,category,termType,variable,label,parentLabel,is_featured,is_temporal,definition,forceStringType,defaultBinWidth,parentIRI,dataFile,colOrder,displayOrder,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,repeated,mergeKey,unitLabel,unitIRI,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,IRI
WWARN_ACT,Community,variable,present_pfpm2.copy.number..1,pfpm2 copy number>1 count,Drug resistance marker counts,,,number of samples with pfpm2 copy number>1 identified,,,,wwarn_act_wide,87,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number...4.or.higher,pfmdr1 copy number>=4 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number>=4 identified,,,,wwarn_act_wide,88,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number...3,pfmdr1 copy number=3 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number=3 identified,,,,wwarn_act_wide,89,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number...4,pfmdr1 copy number=4 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number=4 identified,,,,wwarn_act_wide,90,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cidt,pfcrt CIDT count,Drug resistance marker counts,,,number of samples with pfcrt CIDT identified,,,,wwarn_act_wide,91,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number...5.or.higher,pfmdr1 copy number>=5 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number>=5 identified,,,,wwarn_act_wide,92,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.93s,pfcrt 93S count,Drug resistance marker counts,,,number of samples with pfcrt 93S identified,,,,wwarn_act_wide,93,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.97y,pfcrt 97Y count,Drug resistance marker counts,,,number of samples with pfcrt 97Y identified,,,,wwarn_act_wide,94,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.f145i,pfcrt F145I count,Drug resistance marker counts,,,number of samples with pfcrt F145I identified,,,,wwarn_act_wide,95,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.343i,pfcrt 343I count,Drug resistance marker counts,,,number of samples with pfcrt 343I identified,,,,wwarn_act_wide,96,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.353v,pfcrt 353V count,Drug resistance marker counts,,,number of samples with pfcrt 353V identified,,,,wwarn_act_wide,97,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.smet,pfcrt SMET count,Drug resistance marker counts,,,number of samples with pfcrt SMET identified,,,,wwarn_act_wide,98,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.ciek,pfcrt CIEK count,Drug resistance marker counts,,,number of samples with pfcrt CIEK identified,,,,wwarn_act_wide,99,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.yyy,pfmdr1 YYY count,Drug resistance marker counts,,,number of samples with pfmdr1 YYY identified,,,,wwarn_act_wide,100,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.nfd,pfmdr1 NFD count,Drug resistance marker counts,,,number of samples with pfmdr1 NFD identified,,,,wwarn_act_wide,101,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.1034s.c,pfmdr1 1034S/C count,Drug resistance marker counts,,,number of samples with pfmdr1 1034S/C identified,,,,wwarn_act_wide,102,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.i218f,pfcrt I218F count,Drug resistance marker counts,,,number of samples with pfcrt I218F identified,,,,wwarn_act_wide,103,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.nfcdd,pfmdr1 NFCDD count,Drug resistance marker counts,,,number of samples with pfmdr1 NFCDD identified,,,,wwarn_act_wide,104,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.nfcnd,pfmdr1 NFCND count,Drug resistance marker counts,,,number of samples with pfmdr1 NFCND identified,,,,wwarn_act_wide,105,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.smnt,"pfcrt SMNT count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt SMNT alleles,,,,wwarn_act_wide,106,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.86y,"pfmdr1 86Y count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 86Y alleles,,,,wwarn_act_wide,107,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.184f,"pfmdr1 184F count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 184F alleles,,,,wwarn_act_wide,108,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.76t,"pfcrt 76T count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 76T alleles,,,,wwarn_act_wide,109,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.1246y,"pfmdr1 1246Y count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 1246Y alleles,,,,wwarn_act_wide,110,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number..1,"pfmdr1 copy number>1 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number>1 alleles,,,,wwarn_act_wide,111,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.nfsnd,"pfmdr1 NFSND count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 NFSND alleles,,,,wwarn_act_wide,112,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.76k.t,"pfcrt 76K/T count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 76K/T alleles,,,,wwarn_act_wide,113,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.n86,"pfmdr1 N86 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 N86 alleles,,,,wwarn_act_wide,114,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.86n.y,"pfmdr1 86N/Y count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 86N/Y alleles,,,,wwarn_act_wide,115,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.y184,"pfmdr1 Y184 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 Y184 alleles,,,,wwarn_act_wide,116,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.184y.f,"pfmdr1 184Y/F count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 184Y/F alleles,,,,wwarn_act_wide,117,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.s1034,"pfmdr1 S1034 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 S1034 alleles,,,,wwarn_act_wide,118,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.n1042,"pfmdr1 N1042 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 N1042 alleles,,,,wwarn_act_wide,119,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.d1246,"pfmdr1 D1246 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 D1246 alleles,,,,wwarn_act_wide,120,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.k76,"pfcrt K76 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt K76 alleles,,,,wwarn_act_wide,121,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cmnk,"pfcrt CMNK count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CMNK alleles,,,,wwarn_act_wide,122,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.ciet,"pfcrt CIET count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CIET alleles,,,,wwarn_act_wide,123,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cmnt,"pfcrt CMNT count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CMNT alleles,,,,wwarn_act_wide,124,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cmdt,"pfcrt CMDT count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CMDT alleles,,,,wwarn_act_wide,125,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cint,"pfcrt CINT count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CINT alleles,,,,wwarn_act_wide,126,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.1246d.y,"pfmdr1 1246D/Y count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 1246D/Y alleles,,,,wwarn_act_wide,127,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.yysny,"pfmdr1 YYSNY count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 YYSNY alleles,,,,wwarn_act_wide,128,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cmet,"pfcrt CMET count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CMET alleles,,,,wwarn_act_wide,129,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number...2,"pfmdr1 copy number=2 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number=2,,,,wwarn_act_wide,130,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfpm2.copy.number.1,"pfpm2 copy number=1 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfpm2 copy number=1,,,,wwarn_act_wide,131,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfpm2.copy.number..1,"pfpm2 copy number>1 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfpm2 copy number>1,,,,wwarn_act_wide,132,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number...4.or.higher,"pfmdr1 copy number>=4 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number>=4,,,,wwarn_act_wide,133,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number...3,"pfmdr1 copy number=3 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number=3,,,,wwarn_act_wide,134,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number...4,"pfmdr1 copy number=4 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number=4,,,,wwarn_act_wide,135,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.cidt,"pfcrt CIDT count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CIDT alleles,,,,wwarn_act_wide,136,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.copy.number...5.or.higher,"pfmdr1 copy number>=5 count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 copy number>=5,,,,wwarn_act_wide,137,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.93s,"pfcrt 93S count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 93S alleles,,,,wwarn_act_wide,138,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.97y,"pfcrt 97Y count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 97Y alleles,,,,wwarn_act_wide,139,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.f145i,"pfcrt F145I count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt F145I alleles,,,,wwarn_act_wide,140,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.343i,"pfcrt 343I count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 343I alleles,,,,wwarn_act_wide,141,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.353v,"pfcrt 353V count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt 353V alleles,,,,wwarn_act_wide,142,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.smet,"pfcrt SMET count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt SMET alleles,,,,wwarn_act_wide,143,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.ciek,"pfcrt CIEK count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt CIEK alleles,,,,wwarn_act_wide,144,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.yyy,"pfmdr1 YYY count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 YYY alleles,,,,wwarn_act_wide,145,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.nfd,"pfmdr1 NFD count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 NFD alleles,,,,wwarn_act_wide,146,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.1034s.c,"pfmdr1 1034S/C count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 1034S/C alleles,,,,wwarn_act_wide,147,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfcrt.i218f,"pfcrt I218F count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfcrt I218F alleles,,,,wwarn_act_wide,148,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.nfcdd,"pfmdr1 NFCDD count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 NFCDD alleles,,,,wwarn_act_wide,149,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,mixed.present_pfmdr1.nfcnd,"pfmdr1 NFCND count, including mixed infections","Drug resistance marker counts, including mixed infections",,,number of samples with the pure and/or mixed pfmdr1 NFCND alleles,,,,wwarn_act_wide,150,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.smnt,pfcrt SMNT marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,151,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.86y,pfmdr1 86Y marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,152,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.184f,pfmdr1 184F marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,153,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.76t,pfcrt 76T marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,154,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.1246y,pfmdr1 1246Y marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,155,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number..1,pfmdr1 copy number>1 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,156,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.nfsnd,pfmdr1 NFSND marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,157,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.76k.t,pfcrt 76K/T marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,158,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.n86,pfmdr1 N86 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,159,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.86n.y,pfmdr1 86N/Y marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,160,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.y184,pfmdr1 Y184 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,161,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.184y.f,pfmdr1 184Y/F marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,162,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.s1034,pfmdr1 S1034 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,163,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.n1042,pfmdr1 N1042 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,164,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.d1246,pfmdr1 D1246 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,165,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.k76,pfcrt K76 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,166,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cmnk,pfcrt CMNK marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,167,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.ciet,pfcrt CIET marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,168,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cmnt,pfcrt CMNT marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,169,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cmdt,pfcrt CMDT marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,170,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cint,pfcrt CINT marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,171,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.1246d.y,pfmdr1 1246D/Y marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,172,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.yysny,pfmdr1 YYSNY marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,173,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cmet,pfcrt CMET marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,174,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number...2,pfmdr1 copy number=2 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,175,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfpm2.copy.number.1,pfpm2 copy number=1 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,176,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfpm2.copy.number..1,pfpm2 copy number>1 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,177,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number...4.or.higher,pfmdr1 copy number>=4 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,178,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number...3,pfmdr1 copy number=3 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,179,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number...4,pfmdr1 copy number=4 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,180,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.cidt,pfcrt CIDT marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,181,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.copy.number...5.or.higher,pfmdr1 copy number>=5 marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,182,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.93s,pfcrt 93S marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,183,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.97y,pfcrt 97Y marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,184,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.f145i,pfcrt F145I marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,185,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.343i,pfcrt 343I marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,186,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.353v,pfcrt 353V marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,187,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.smet,pfcrt SMET marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,188,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.ciek,pfcrt CIEK marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,189,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.yyy,pfmdr1 YYY marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,190,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.nfd,pfmdr1 NFD marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,191,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.1034s.c,pfmdr1 1034S/C marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,192,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfcrt.i218f,pfcrt I218F marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,193,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.nfcdd,pfmdr1 NFCDD marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,194,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,marker.group_pfmdr1.nfcnd,pfmdr1 NFCND marker group,Drug resistance marker group,,,,,,,wwarn_act_wide,195,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.smnt,Proportion pfcrt SMNT,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt SMNT,,10,,wwarn_act_wide,196,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.86y,Proportion pfmdr1 86Y,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 86Y,,10,,wwarn_act_wide,197,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.184f,Proportion pfmdr1 184F,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 184F,,10,,wwarn_act_wide,198,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.76t,Proportion pfcrt 76T,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 76T,,10,,wwarn_act_wide,199,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.1246y,Proportion pfmdr1 1246Y,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 1246Y,,10,,wwarn_act_wide,200,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.copy.number..1,Proportion pfmdr1 copy number >1,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 copy number >1,,10,,wwarn_act_wide,201,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.nfsnd,Proportion pfmdr1 NFSND,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 NFSND,,10,,wwarn_act_wide,202,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.76k.t,Proportion pfcrt 76K/T,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt 76K/T,,10,,wwarn_act_wide,203,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.n86,Proportion pfmdr1 N86,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 N86,,10,,wwarn_act_wide,204,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.86n.y,Proportion pfmdr1 86N/Y,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 86N/Y,,10,,wwarn_act_wide,205,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.y184,Proportion pfmdr1 Y184,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 Y184,,10,,wwarn_act_wide,206,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.184y.f,Proportion pfmdr1 184Y/F,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 184Y/F,,10,,wwarn_act_wide,207,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.s1034,Proportion pfmdr1 S1034,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 S1034,,10,,wwarn_act_wide,208,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.n1042,Proportion pfmdr1 N1042,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 N1042,,10,,wwarn_act_wide,209,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfmdr1.d1246,Proportion pfmdr1 D1246,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfmdr1 D1246,,10,,wwarn_act_wide,210,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.k76,Proportion pfcrt K76,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt K76,,10,,wwarn_act_wide,211,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,percentage_pfcrt.cmnk,Proportion pfcrt CMNK,Proportion of isolates with drug resistance marker,yes,,Prevalence of pfcrt CMNK,,10,,wwarn_act_wide,212,,,,,,,,,,,,,,,
