colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
123,opv1_date,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV1_DATE,hucs_gambia_mali::opv1_date,chr,6/8/15,date?,NA,>10 unique values,1925,once,0.239513765,NA
124,opv1_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV1_HC,hucs_gambia_mali::opv1_hc,chr,GAMBISSARA,NA,NA,>10 unique values,559,once,0.239081343,NA
125,opv1_dk,hucs_gambia_mali,,,,Oral polio vaccine 1 don't know,"1=""Yes""",,,,.,OPV1_DK,hucs_gambia_mali::opv1_dk,chr,1,NA,NA,"., 1",2,once,0.999519531,NA
126,opv1_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV1_HCID,hucs_gambia_mali::opv1_hcid,chr,102,NA,NA,>10 unique values,36,once,0.239561812,NA
127,opv2,hucs_gambia_mali,,,,Oral polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OPV2,hucs_gambia_mali::opv2,chr,0,NA,NA,"., 0, 1, 9",4,once,0.236678999,NA
128,opv2_date,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV2_DATE,hucs_gambia_mali::opv2_date,chr,1/8/15,date?,NA,>10 unique values,1899,once,0.273675107,NA
129,opv2_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV2_HC,hucs_gambia_mali::opv2_hc,chr,GAMBISSARA H/C,NA,NA,>10 unique values,538,once,0.273290732,NA
130,opv2_dk,hucs_gambia_mali,,,,Oral polio vaccine 2 don't know,"1=""Yes""",,,,.,OPV2_DK,hucs_gambia_mali::opv2_dk,chr,1,NA,NA,"., 1",2,once,0.999519531,NA
131,opv2_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV2_HCID,hucs_gambia_mali::opv2_hcid,chr,102,NA,NA,>10 unique values,32,once,0.273771201,NA
132,opv3,hucs_gambia_mali,,,,Oral polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,OPV3,hucs_gambia_mali::opv3,chr,1,NA,NA,"., 0, 1, 9",4,once,0.270600106,NA
133,opv3_date,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV3_DATE,hucs_gambia_mali::opv3_date,chr,3/5/15,date?,NA,>10 unique values,1865,once,0.324076298,NA
134,opv3_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV3_HC,hucs_gambia_mali::opv3_hc,chr,GAMBISSARA H/C,NA,NA,>10 unique values,521,once,0.324028252,NA
135,opv3_dk,hucs_gambia_mali,,,,Oral polio vaccine 3 don't know,"1=""Yes""",,,,.,OPV3_DK,hucs_gambia_mali::opv3_dk,chr,1,NA,NA,"., 1",2,once,0.999567578,NA
136,opv3_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,OPV3_HCID,hucs_gambia_mali::opv3_hcid,chr,102,NA,NA,>10 unique values,32,once,0.324460674,NA
137,ipv1,hucs_gambia_mali,,,,Inactivated polio vaccine 1,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,IPV1,hucs_gambia_mali::ipv1,chr,0,NA,NA,"., 0, 1, 9",4,once,0.215346178,NA
138,ipv1_date,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV1_DATE,hucs_gambia_mali::ipv1_date,chr,4/20/15,date?,NA,>10 unique values,758,once,0.819535867,NA
139,ipv1_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV1_HC,hucs_gambia_mali::ipv1_hc,chr,BANSANG,NA,NA,>10 unique values,113,once,0.819391726,NA
140,ipv1_dk,hucs_gambia_mali,,,,Inactivated polio vaccine 1 don't know,"1=""Yes""",,,,.,IPV1_DK,hucs_gambia_mali::ipv1_dk,chr,1,NA,NA,"., 1",2,once,0.999663672,NA
141,ipv1_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV1_HCID,hucs_gambia_mali::ipv1_hcid,chr,107,NA,NA,>10 unique values,29,once,0.819728055,NA
142,ipv2,hucs_gambia_mali,,,,Inactivated polio vaccine 2,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,IPV2,hucs_gambia_mali::ipv2,chr,0,NA,NA,"., 0, 1, 9",4,once,0.817806179,NA
143,ipv2_date,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV2_DATE,hucs_gambia_mali::ipv2_date,chr,3/30/15,date?,NA,"., 3/30/15, 6/11/15, 7/1/15, 7/14/15, 7/21/14, 9/15/16, 9/16/15",8,once,0.999663672,NA
144,ipv2_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV2_HC,hucs_gambia_mali::ipv2_hc,chr,BANSANG,NA,NA,", BANSANG, CM ELRAZI, GAMBISSARA",3,once,0.999663672,NA
145,ipv2_dk,hucs_gambia_mali,discard,,,Inactivated polio vaccine 2 don't know,"1=""Yes""",,,,.,IPV2_DK,hucs_gambia_mali::ipv2_dk,chr,NA,NA,NA,.,1,once,1,no data
146,ipv2_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV2_HCID,hucs_gambia_mali::ipv2_hcid,chr,107,NA,NA,"., 102, 107, 90",4,once,0.999663672,NA
147,ipv3,hucs_gambia_mali,,,,Inactivated polio vaccine 3,"0=""No"", 1= ""Yes"", 9=""DK""",,,,.,IPV3,hucs_gambia_mali::ipv3,chr,1,NA,NA,"., 0, 1, 9",4,once,0.998558593,NA
148,ipv3_date,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV3_DATE,hucs_gambia_mali::ipv3_date,chr,4/7/15,date?,NA,"., 10/20/16, 4/7/15, 7/9/15, 8/18/14",5,once,0.999807812,NA
149,ipv3_hc,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV3_HC,hucs_gambia_mali::ipv3_hc,chr,BANSANG,NA,NA,", BANSANG, CM ELRAZI, GAMBISSARA",3,once,0.999807812,NA
150,ipv3_dk,hucs_gambia_mali,discard,,,Inactivated polio vaccine 3 don't know,"1=""Yes""",,,,.,IPV3_DK,hucs_gambia_mali::ipv3_dk,chr,NA,NA,NA,.,1,once,1,no data
151,ipv3_hcid,hucs_gambia_mali,,,,NA,NA,,,,NA,IPV3_HCID,hucs_gambia_mali::ipv3_hcid,chr,107,NA,NA,"., 102, 107, 90",4,once,0.999807812,NA
152,hucs_comment,hucs_gambia_mali,discard,,,NA,NA,,,,NA,HUCS_COMMENT,hucs_gambia_mali::hucs_comment,chr,DPT 3 NOT AVAILABLE INTO THE DATABASE AT THAT TIME,NA,NA,>10 unique values,886,once,0.955316389,NA
153,hucs_interviewer,hucs_gambia_mali,discard,,,NA,NA,,,,NA,HUCS_INTERVIEWER,hucs_gambia_mali::hucs_interviewer,chr,MUHAMMED CEESAY,NA,NA,>10 unique values,299,once,0,NA
154,hucs_staffcode,hucs_gambia_mali,discard,,,NA,NA,,,,NA,HUCS_STAFFCODE,hucs_gambia_mali::hucs_staffcode,int,212,NA,NA,5 to 321,48,once,0,NA
155,qc_reviewer,hucs_gambia_mali,discard,,,NA,NA,,,,NA,QC_REVIEWER,hucs_gambia_mali::qc_reviewer,chr,KEN JOOF,NA,NA,>10 unique values,109,once,0,NA
156,qc_staffcode,hucs_gambia_mali,discard,,,NA,NA,,,,NA,QC_STAFFCODE,hucs_gambia_mali::qc_staffcode,int,202,NA,NA,2 to 320,25,once,0,NA
157,qc_date,hucs_gambia_mali,discard,,,NA,NA,,,,NA,QC_DATE,hucs_gambia_mali::qc_date,chr,7/4/15,date?,NA,>10 unique values,819,once,0,NA
158,agegroup,hucs_gambia_mali,,,,NA,NA,,,,NA,AGEGROUP,hucs_gambia_mali::agegroup,int,1,NA,NA,1 to 3,3,once,0,NA
159,reason_noint,hucs_gambia_mali,discard,,,NA,NA,,,,NA,REASON_NOINT,hucs_gambia_mali::reason_noint,chr,CHILD CANNOT BE SEEN,NA,NA,>10 unique values,680,once,0.959400375,NA
160,round,hucs_gambia_mali,,,,NA,NA,,,,NA,ROUND,hucs_gambia_mali::round,int,1,NA,NA,1 to 7,7,once,0,NA
161,rnd_start,hucs_gambia_mali,,,,NA,NA,,,,NA,RND_START,hucs_gambia_mali::rnd_start,chr,5/15/15,date?,NA,>10 unique values,13,once,0,NA
162,rnd_stop,hucs_gambia_mali,,,,NA,NA,,,,NA,RND_STOP,hucs_gambia_mali::rnd_stop,chr,6/30/15,date?,NA,>10 unique values,13,once,0,NA
163,aswt,hucs_gambia_mali,skip,,,NA,NA,,,,NA,ASWT,hucs_gambia_mali::aswt,dbl,38.75,NA,NA,6.27 to 170.4,76,once,0,NA
164,site_split,hucs_gambia_mali,,,,NA,NA,,,,NA,SITE_SPLIT,hucs_gambia_mali::site_split,int,1,NA,NA,1 to 4,3,once,0,NA
165,vax_source,hucs_gambia_mali,,,,NA,NA,,,,NA,VAX_SOURCE,hucs_gambia_mali::vax_source,chr,1,NA,NA,"., 0, 1, 2, 3",5,once,0.918464421,NA
166,aswt_site_split,hucs_gambia_mali,skip,,,NA,NA,,,,NA,ASWT_SITE_SPLIT,hucs_gambia_mali::aswt_site_split,dbl,36.63,NA,NA,6.27 to 204.1,117,once,0,NA
