"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0021044","Clinic or hospital","Where treated","http://purl.obolibrary.org/obo/EUPATH_0000431","15.132721"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0021023","Clinic","Fever treatment location","http://purl.obolibrary.org/obo/EUPATH_0000413","8.491232"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0023025","Hemoglobin (g/dL), at hospital","Blood test","http://purl.obolibrary.org/obo/EUPATH_0011795","7.940032"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0023034","Plasmodium species, by microscopy at hospital","Plasmodium","http://purl.obolibrary.org/obo/NCBITaxon_5820","7.2770786"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0015060","Vomiting 3 or more times per day","Symptoms since illness began","http://purl.obolibrary.org/obo/EUPATH_0010357","7.121994"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","7.121994"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0010173","Other hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","6.9785175"
"mal_learn___3","","Q4. Where did you learn about malaria?Health care worker at clinic or hospital","http://purl.obolibrary.org/obo/EUPATH_0023031","Plasmodium species, by FalciVax RDT at hospital","Plasmodium","http://purl.obolibrary.org/obo/NCBITaxon_5820","6.716302"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010173","Other hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","15.484078"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010390","Diarrhea treatment given in health center","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","14.340434"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010155","1st choice hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","14.191235"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010161","2nd choice hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","14.191235"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010167","3rd choice hospital or health center","Hospital Center","http://purl.obolibrary.org/obo/EUPATH_0010014","14.191235"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010353","Outcome leaving hospital or health center","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","14.191235"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010253","1st choice hospital or health center, total expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","12.160547"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010254","1st choice hospital or health center, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","12.160547"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010255","2nd choice hospital or health center, total expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","12.160547"
"mal_learn___4","","Q4. Where did you learn about malaria?Posters in Health Post or Health Center","http://purl.obolibrary.org/obo/EUPATH_0010256","2nd choice hospital or health center, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","12.160547"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015123","Weight-for-length or -height z-score below -5 or above 5","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","7.618202"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015126","MUAC-for-age z-score below -5 or above 5","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","7.338925"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015128","BMI-for-age z-score below -5 or above 5","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","7.338925"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015125","Weight-for-length or -height z-score below -5 or above 5, using median length or height","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","6.8471537"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015129","BMI-for-age z-score below -5 or above 5, using median length or height","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","6.724547"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015127","MUAC-for-age z-score below -5 or above 5, using median MUAC","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","6.3481445"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0015121","Weight-for-age z-score below -6 or above 5","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","5.3820477"
"mal_learn___5","","Q4. Where did you learn about malaria?Friends or relatives","http://purl.obolibrary.org/obo/EUPATH_0011625","Diet diversity score for children 0 to 5 months","Diet","http://purl.obolibrary.org/obo/EUPATH_0011732","3.7743785"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0015095","Traditional healer","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","8.211678"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0010245","Traditional healer, medical expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","6.565517"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0010246","Traditional healer, transport expenses","Previously sought care expenses","http://purl.obolibrary.org/obo/EUPATH_0010006","6.565517"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0015122","Height-for-age z-score below -6 or above 6","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","5.3856554"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0015303","Shigella flexneri serotype 6, by bacteriology","Shigella flexneri","http://purl.obolibrary.org/obo/NCBITaxon_623","4.6258717"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0015124","Height-for-age z-score below -6 or above 6, using median length or height","Anthropometry flag","http://purl.obolibrary.org/obo/EUPATH_0010383","4.332712"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0021018","Regular ITN, treated more than 6 months ago","Personal bednet treatment","http://purl.obolibrary.org/obo/EUPATH_0000344","3.963935"
"mal_learn___6","","Q4. Where did you learn about malaria?Traditional healer","http://purl.obolibrary.org/obo/EUPATH_0021019","Regular ITN, treated less than 6 months ago","Personal bednet treatment","http://purl.obolibrary.org/obo/EUPATH_0000344","3.963935"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0010872","Stool type, 7 day window","Stool sample","http://purl.obolibrary.org/obo/EUPATH_0011877","5.047296"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0015185","Fever during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","5.047296"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0010356","Symptoms in the last 7 days","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","4.6258717"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0015442","Shigella flexneri serotype 7, by bacteriology","Shigella flexneri","http://purl.obolibrary.org/obo/NCBITaxon_623","4.6258717"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0010973","Prolonged diarrheal episode (7 to 14 days)","Diarrheal episode severity","http://purl.obolibrary.org/obo/EUPATH_0011750","4.269399"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0015184","Blood in stools during last 7 days","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","4.269399"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0010411","Current diarrhea episode began within the last 7 days","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","3.6992629"
"mal_learn___7","","Q4. Where did you learn about malaria?School","http://purl.obolibrary.org/obo/EUPATH_0010412","At least 7 days without diarrhea before current episode","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","3.6992629"
"mal_learn___8","","Q4. Where did you learn about malaria?Non-governmental organization (NGO)","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___8","","Q4. Where did you learn about malaria?Non-governmental organization (NGO)","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___8","","Q4. Where did you learn about malaria?Non-governmental organization (NGO)","http://purl.obolibrary.org/obo/EUPATH_0011626","Diet diversity score for children 6 to 8 months","Diet","http://purl.obolibrary.org/obo/EUPATH_0011732","4.9458385"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0000639","Study group","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0010047","Study center","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0010374","Study year","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0015457","Study arm","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0021094","Study site","Geographic location","http://purl.obolibrary.org/obo/GAZ_00000448","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/OBI_0500000","Study design","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","6.818639"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0000307","Participant study details","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","6.0590515"
"mal_learn___9","","Q4. Where did you learn about malaria?ICEMR study team","http://purl.obolibrary.org/obo/EUPATH_0021104","Study completion status","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","6.0590515"
"mal_learn___10","","Q4. Where did you learn about malaria?Radio","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___10","","Q4. Where did you learn about malaria?Radio","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___11","","Q4. Where did you learn about malaria?Newspaper","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___11","","Q4. Where did you learn about malaria?Newspaper","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___11","","Q4. Where did you learn about malaria?Newspaper","http://purl.obolibrary.org/obo/EUPATH_0011613","Household toilet or latrine's concrete floor available before 11/2009","Waste disposal","http://purl.obolibrary.org/obo/EUPATH_0000596","4.312882"
"mal_learn___11","","Q4. Where did you learn about malaria?Newspaper","http://purl.obolibrary.org/obo/EUPATH_0011615","Household toilet or latrine's concrete floor available between 11/2009 and 02/2010","Waste disposal","http://purl.obolibrary.org/obo/EUPATH_0000596","3.6310673"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0021026","Not treated","Fever treatment location","http://purl.obolibrary.org/obo/EUPATH_0000413","6.3247976"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0010558","Quantity not sufficient","Stool sample","http://purl.obolibrary.org/obo/EUPATH_0011877","5.6202235"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0021070","No/not applicable","Sprayed in the last 12 months","http://purl.obolibrary.org/obo/EUPATH_0000441","5.6202235"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0023026","Moved in last 12 months","Relocation details","http://purl.obolibrary.org/obo/EUPATH_0023001","5.3969765"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0023055","Traveled in last 12 months","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","5.3969765"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0000488","Blood smear not performed","Microscopy","http://purl.obolibrary.org/obo/EUPATH_0011802","5.056892"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0011015","Cumulative days not breastfed","Breastfeeding","http://purl.obolibrary.org/obo/EUPATH_0011730","5.056892"
"mal_learn___12","","Q4. Where did you learn about malaria?Do not know","http://purl.obolibrary.org/obo/EUPATH_0015209","Not currently receiving medication","Control participant medication at enrollment","http://purl.obolibrary.org/obo/EUPATH_0010389","5.056892"
"mal_learn___13","","Q4. Where did you learn about malaria?Other","http://purl.obolibrary.org/obo/EUPATH_0000431","Where treated","Days since last malaria diagnosis","http://purl.obolibrary.org/obo/EUPATH_0000427","9.28605"
"mal_learn___13","","Q4. Where did you learn about malaria?Other","http://purl.obolibrary.org/obo/EUPATH_0015234","Malaria","Previous diagnosis at 60 day follow-up visit","http://purl.obolibrary.org/obo/EUPATH_0010393","7.474459"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0015428","1st day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0000358","Additional job in the past month","Employment","http://purl.obolibrary.org/obo/EUPATH_0000342","16.290728"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0000426","Malaria diagnoses in the past year (count)","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","15.035353"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/HP_0001945","Fever","Illness since enrollment visit","http://purl.obolibrary.org/obo/EUPATH_0010394","13.949689"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","13.87752"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0021090","Fever in last 48hrs","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","12.886979"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0000100","Subjective fever","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","12.2009"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0021096","Fever in last 2 weeks","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","11.712957"
"symp_fever","","Q5. In the past DAY, have you experienced any of the following symptoms?  Fever","http://purl.obolibrary.org/obo/EUPATH_0000441","Sprayed in the last 12 months","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","11.033823"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/HP_0002315","Headache","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","19.752958"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0015428","1st day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0000358","Additional job in the past month","Employment","http://purl.obolibrary.org/obo/EUPATH_0000342","16.290728"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0000159","Headache duration (days)","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","15.352054"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0000426","Malaria diagnoses in the past year (count)","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","15.035353"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","13.87752"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0000441","Sprayed in the last 12 months","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","11.033823"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0010356","Symptoms in the last 7 days","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","11.033823"
"symp_headache","","Q5. In the past DAY, have you experienced any of the following symptoms? Headache","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.424884"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/SYMP_0019174","Chills","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","21.23409"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0015428","1st day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0000358","Additional job in the past month","Employment","http://purl.obolibrary.org/obo/EUPATH_0000342","16.290728"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0000426","Malaria diagnoses in the past year (count)","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","15.035353"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","13.87752"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0000441","Sprayed in the last 12 months","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","11.033823"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0010356","Symptoms in the last 7 days","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","11.033823"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.424884"
"symp_chills","","Q5. In the past DAY, have you experienced any of the following symptoms? Chills","http://purl.obolibrary.org/obo/EUPATH_0015104","Asking for donations outside the household","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","8.424884"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0015428","1st day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","18.343733"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0000358","Additional job in the past month","Employment","http://purl.obolibrary.org/obo/EUPATH_0000342","16.290728"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0000426","Malaria diagnoses in the past year (count)","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","15.035353"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0015011","None of the above","Assets","http://purl.obolibrary.org/obo/EUPATH_0000144","13.87752"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0000441","Sprayed in the last 12 months","Household vector intervention","http://purl.obolibrary.org/obo/EUPATH_0000341","11.033823"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0010356","Symptoms in the last 7 days","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","11.033823"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0010239","Describe stool since the illness began","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","8.424884"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0015104","Asking for donations outside the household","Money source for expenses before visit","http://purl.obolibrary.org/obo/EUPATH_0010379","8.424884"
"symp_nausvom","","Q5. In the past DAY, have you experienced any of the following symptoms? Vomiting","http://purl.obolibrary.org/obo/EUPATH_0015112","Asking for donations outside the household","Money source for hospitalization or clinical visit expenses","http://purl.obolibrary.org/obo/EUPATH_0010011","8.424884"
